State Legislative District,Office,Party,Candidate,Votes
House 102,Lieutenant Governor,REP,GEOFF DUNCAN,9823
House 103,Lieutenant Governor,DEM,SARAH RIGGS AMICO,7976
House 103,Lieutenant Governor,REP,GEOFF DUNCAN,17810
House 104,Lieutenant Governor,DEM,SARAH RIGGS AMICO,11415
House 104,Lieutenant Governor,REP,GEOFF DUNCAN,13467
House 105,Lieutenant Governor,DEM,SARAH RIGGS AMICO,14271
House 105,Lieutenant Governor,REP,GEOFF DUNCAN,9962
House 106,Lieutenant Governor,DEM,SARAH RIGGS AMICO,12904
House 106,Lieutenant Governor,REP,GEOFF DUNCAN,10281
House 107,Lieutenant Governor,DEM,SARAH RIGGS AMICO,12158
House 107,Lieutenant Governor,REP,GEOFF DUNCAN,8478
House 108,Lieutenant Governor,DEM,SARAH RIGGS AMICO,10893
House 108,Lieutenant Governor,REP,GEOFF DUNCAN,10123
House 109,Lieutenant Governor,DEM,SARAH RIGGS AMICO,13141
House 109,Lieutenant Governor,REP,GEOFF DUNCAN,13637
House 110,Lieutenant Governor,DEM,SARAH RIGGS AMICO,9212
House 110,Lieutenant Governor,REP,GEOFF DUNCAN,11753
House 111,Lieutenant Governor,DEM,SARAH RIGGS AMICO,16243
House 111,Lieutenant Governor,REP,GEOFF DUNCAN,12025
House 112,Lieutenant Governor,DEM,SARAH RIGGS AMICO,7379
House 112,Lieutenant Governor,REP,GEOFF DUNCAN,17654
House 113,Lieutenant Governor,DEM,SARAH RIGGS AMICO,16329
House 113,Lieutenant Governor,REP,GEOFF DUNCAN,5333
House 114,Lieutenant Governor,DEM,SARAH RIGGS AMICO,8101
House 114,Lieutenant Governor,REP,GEOFF DUNCAN,16673
House 115,Lieutenant Governor,DEM,SARAH RIGGS AMICO,5016
House 115,Lieutenant Governor,REP,GEOFF DUNCAN,17661
House 116,Lieutenant Governor,DEM,SARAH RIGGS AMICO,4769
House 116,Lieutenant Governor,REP,GEOFF DUNCAN,15157
House 117,Lieutenant Governor,DEM,SARAH RIGGS AMICO,11428
House 117,Lieutenant Governor,REP,GEOFF DUNCAN,12812
House 118,Lieutenant Governor,DEM,SARAH RIGGS AMICO,13300
House 118,Lieutenant Governor,REP,GEOFF DUNCAN,4399
House 119,Lieutenant Governor,DEM,SARAH RIGGS AMICO,11387
House 119,Lieutenant Governor,REP,GEOFF DUNCAN,13619
House 120,Lieutenant Governor,DEM,SARAH RIGGS AMICO,8349
House 120,Lieutenant Governor,REP,GEOFF DUNCAN,16387
House 121,Lieutenant Governor,DEM,SARAH RIGGS AMICO,8784
House 121,Lieutenant Governor,REP,GEOFF DUNCAN,15209
House 122,Lieutenant Governor,DEM,SARAH RIGGS AMICO,8462
House 122,Lieutenant Governor,REP,GEOFF DUNCAN,20258
House 123,Lieutenant Governor,DEM,SARAH RIGGS AMICO,8121
House 123,Lieutenant Governor,REP,GEOFF DUNCAN,15486
House 124,Lieutenant Governor,DEM,SARAH RIGGS AMICO,10444
House 124,Lieutenant Governor,REP,GEOFF DUNCAN,4797
House 125,Lieutenant Governor,DEM,SARAH RIGGS AMICO,10500
House 125,Lieutenant Governor,REP,GEOFF DUNCAN,5907
House 126,Lieutenant Governor,DEM,SARAH RIGGS AMICO,14153
House 126,Lieutenant Governor,REP,GEOFF DUNCAN,6515
House 127,Lieutenant Governor,DEM,SARAH RIGGS AMICO,11903
House 127,Lieutenant Governor,REP,GEOFF DUNCAN,4898
House 128,Lieutenant Governor,DEM,SARAH RIGGS AMICO,9802
House 128,Lieutenant Governor,REP,GEOFF DUNCAN,9088
House 129,Lieutenant Governor,DEM,SARAH RIGGS AMICO,6006
House 129,Lieutenant Governor,REP,GEOFF DUNCAN,14904
House 130,Lieutenant Governor,DEM,SARAH RIGGS AMICO,8341
House 130,Lieutenant Governor,REP,GEOFF DUNCAN,12601
House 131,Lieutenant Governor,DEM,SARAH RIGGS AMICO,5542
House 131,Lieutenant Governor,REP,GEOFF DUNCAN,15939
House 132,Lieutenant Governor,DEM,SARAH RIGGS AMICO,8135
House 132,Lieutenant Governor,REP,GEOFF DUNCAN,8794
House 133,Lieutenant Governor,DEM,SARAH RIGGS AMICO,5956
House 133,Lieutenant Governor,REP,GEOFF DUNCAN,17099
House 134,Lieutenant Governor,DEM,SARAH RIGGS AMICO,7434
House 134,Lieutenant Governor,REP,GEOFF DUNCAN,13446
House 135,Lieutenant Governor,DEM,SARAH RIGGS AMICO,7640
House 135,Lieutenant Governor,REP,GEOFF DUNCAN,2674
House 136,Lieutenant Governor,DEM,SARAH RIGGS AMICO,12430
House 136,Lieutenant Governor,REP,GEOFF DUNCAN,3848
House 137,Lieutenant Governor,DEM,SARAH RIGGS AMICO,11761
House 137,Lieutenant Governor,REP,GEOFF DUNCAN,8543
House 138,Lieutenant Governor,DEM,SARAH RIGGS AMICO,6239
House 138,Lieutenant Governor,REP,GEOFF DUNCAN,8021
House 139,Lieutenant Governor,DEM,SARAH RIGGS AMICO,7991
House 139,Lieutenant Governor,REP,GEOFF DUNCAN,6584
House 140,Lieutenant Governor,DEM,SARAH RIGGS AMICO,6799
House 140,Lieutenant Governor,REP,GEOFF DUNCAN,11952
House 141,Lieutenant Governor,DEM,SARAH RIGGS AMICO,9819
House 141,Lieutenant Governor,REP,GEOFF DUNCAN,16701
House 142,Lieutenant Governor,DEM,SARAH RIGGS AMICO,13060
House 142,Lieutenant Governor,REP,GEOFF DUNCAN,5225
House 143,Lieutenant Governor,DEM,SARAH RIGGS AMICO,12770
House 143,Lieutenant Governor,REP,GEOFF DUNCAN,4297
House 144,Lieutenant Governor,DEM,SARAH RIGGS AMICO,7431
House 144,Lieutenant Governor,REP,GEOFF DUNCAN,14760
House 145,Lieutenant Governor,DEM,SARAH RIGGS AMICO,7884
House 145,Lieutenant Governor,REP,GEOFF DUNCAN,9683
House 146,Lieutenant Governor,DEM,SARAH RIGGS AMICO,9035
House 146,Lieutenant Governor,REP,GEOFF DUNCAN,15635
House 147,Lieutenant Governor,DEM,SARAH RIGGS AMICO,9486
House 147,Lieutenant Governor,REP,GEOFF DUNCAN,9543
House 148,Lieutenant Governor,DEM,SARAH RIGGS AMICO,5459
House 148,Lieutenant Governor,REP,GEOFF DUNCAN,12499
House 149,Lieutenant Governor,DEM,SARAH RIGGS AMICO,3952
House 149,Lieutenant Governor,REP,GEOFF DUNCAN,10237
House 150,Lieutenant Governor,DEM,SARAH RIGGS AMICO,6471
House 150,Lieutenant Governor,REP,GEOFF DUNCAN,13149
House 151,Lieutenant Governor,DEM,SARAH RIGGS AMICO,9542
House 151,Lieutenant Governor,REP,GEOFF DUNCAN,9470
House 152,Lieutenant Governor,DEM,SARAH RIGGS AMICO,5395
House 152,Lieutenant Governor,REP,GEOFF DUNCAN,16433
House 153,Lieutenant Governor,DEM,SARAH RIGGS AMICO,9971
House 153,Lieutenant Governor,REP,GEOFF DUNCAN,5450
House 154,Lieutenant Governor,DEM,SARAH RIGGS AMICO,10809
House 154,Lieutenant Governor,REP,GEOFF DUNCAN,7148
House 155,Lieutenant Governor,DEM,SARAH RIGGS AMICO,4871
House 155,Lieutenant Governor,REP,GEOFF DUNCAN,13565
House 156,Lieutenant Governor,DEM,SARAH RIGGS AMICO,4047
House 156,Lieutenant Governor,REP,GEOFF DUNCAN,13785
House 157,Lieutenant Governor,DEM,SARAH RIGGS AMICO,3642
House 157,Lieutenant Governor,REP,GEOFF DUNCAN,11197
House 158,Lieutenant Governor,DEM,SARAH RIGGS AMICO,5791
House 158,Lieutenant Governor,REP,GEOFF DUNCAN,11673
House 159,Lieutenant Governor,DEM,SARAH RIGGS AMICO,6029
House 159,Lieutenant Governor,REP,GEOFF DUNCAN,13733
House 160,Lieutenant Governor,DEM,SARAH RIGGS AMICO,5035
House 160,Lieutenant Governor,REP,GEOFF DUNCAN,11588
House 161,Lieutenant Governor,DEM,SARAH RIGGS AMICO,8714
House 161,Lieutenant Governor,REP,GEOFF DUNCAN,15266
House 162,Lieutenant Governor,DEM,SARAH RIGGS AMICO,11354
House 162,Lieutenant Governor,REP,GEOFF DUNCAN,4221
House 163,Lieutenant Governor,DEM,SARAH RIGGS AMICO,12938
House 163,Lieutenant Governor,REP,GEOFF DUNCAN,4391
House 164,Lieutenant Governor,DEM,SARAH RIGGS AMICO,8357
House 164,Lieutenant Governor,REP,GEOFF DUNCAN,9089
House 165,Lieutenant Governor,DEM,SARAH RIGGS AMICO,13331
House 165,Lieutenant Governor,REP,GEOFF DUNCAN,6059
House 166,Lieutenant Governor,DEM,SARAH RIGGS AMICO,9553
House 166,Lieutenant Governor,REP,GEOFF DUNCAN,19753
House 167,Lieutenant Governor,DEM,SARAH RIGGS AMICO,6176
House 167,Lieutenant Governor,REP,GEOFF DUNCAN,13349
House 168,Lieutenant Governor,DEM,SARAH RIGGS AMICO,9149
House 168,Lieutenant Governor,REP,GEOFF DUNCAN,5352
House 169,Lieutenant Governor,DEM,SARAH RIGGS AMICO,3591
House 169,Lieutenant Governor,REP,GEOFF DUNCAN,11519
House 170,Lieutenant Governor,DEM,SARAH RIGGS AMICO,4106
House 170,Lieutenant Governor,REP,GEOFF DUNCAN,12292
House 171,Lieutenant Governor,DEM,SARAH RIGGS AMICO,5554
House 171,Lieutenant Governor,REP,GEOFF DUNCAN,10685
House 172,Lieutenant Governor,DEM,SARAH RIGGS AMICO,3948
House 172,Lieutenant Governor,REP,GEOFF DUNCAN,10162
House 173,Lieutenant Governor,DEM,SARAH RIGGS AMICO,7298
House 173,Lieutenant Governor,REP,GEOFF DUNCAN,11203
House 174,Lieutenant Governor,DEM,SARAH RIGGS AMICO,3904
House 174,Lieutenant Governor,REP,GEOFF DUNCAN,11927
House 175,Lieutenant Governor,DEM,SARAH RIGGS AMICO,8033
House 175,Lieutenant Governor,REP,GEOFF DUNCAN,14154
House 176,Lieutenant Governor,DEM,SARAH RIGGS AMICO,4839
House 176,Lieutenant Governor,REP,GEOFF DUNCAN,11194
House 177,Lieutenant Governor,DEM,SARAH RIGGS AMICO,6443
House 177,Lieutenant Governor,REP,GEOFF DUNCAN,5447
House 178,Lieutenant Governor,DEM,SARAH RIGGS AMICO,1948
House 178,Lieutenant Governor,REP,GEOFF DUNCAN,16061
House 179,Lieutenant Governor,DEM,SARAH RIGGS AMICO,8218
House 179,Lieutenant Governor,REP,GEOFF DUNCAN,12445
House 180,Lieutenant Governor,DEM,SARAH RIGGS AMICO,5624
House 180,Lieutenant Governor,REP,GEOFF DUNCAN,12222
Senate 1,Lieutenant Governor,DEM,SARAH RIGGS AMICO,27461
Senate 1,Lieutenant Governor,REP,GEOFF DUNCAN,40444
Senate 2,Lieutenant Governor,DEM,SARAH RIGGS AMICO,41607
Senate 2,Lieutenant Governor,REP,GEOFF DUNCAN,15097
Senate 3,Lieutenant Governor,DEM,SARAH RIGGS AMICO,19745
Senate 3,Lieutenant Governor,REP,GEOFF DUNCAN,40695
Senate 4,Lieutenant Governor,DEM,SARAH RIGGS AMICO,17109
Senate 4,Lieutenant Governor,REP,GEOFF DUNCAN,41931
Senate 5,Lieutenant Governor,DEM,SARAH RIGGS AMICO,30270
Senate 5,Lieutenant Governor,REP,GEOFF DUNCAN,9260
Senate 6,Lieutenant Governor,DEM,SARAH RIGGS AMICO,45924
Senate 6,Lieutenant Governor,REP,GEOFF DUNCAN,33338
Senate 7,Lieutenant Governor,DEM,SARAH RIGGS AMICO,11560
Senate 7,Lieutenant Governor,REP,GEOFF DUNCAN,39723
Senate 8,Lieutenant Governor,DEM,SARAH RIGGS AMICO,19668
Senate 8,Lieutenant Governor,REP,GEOFF DUNCAN,33886
Senate 9,Lieutenant Governor,DEM,SARAH RIGGS AMICO,39410
Senate 9,Lieutenant Governor,REP,GEOFF DUNCAN,40696
Senate 10,Lieutenant Governor,DEM,SARAH RIGGS AMICO,64829
Senate 10,Lieutenant Governor,REP,GEOFF DUNCAN,13913
Senate 11,Lieutenant Governor,DEM,SARAH RIGGS AMICO,18000
Senate 11,Lieutenant Governor,REP,GEOFF DUNCAN,36871
Senate 12,Lieutenant Governor,DEM,SARAH RIGGS AMICO,32896
Senate 12,Lieutenant Governor,REP,GEOFF DUNCAN,20581
Senate 13,Lieutenant Governor,DEM,SARAH RIGGS AMICO,16789
Senate 13,Lieutenant Governor,REP,GEOFF DUNCAN,41023
Senate 14,Lieutenant Governor,DEM,SARAH RIGGS AMICO,20511
Senate 14,Lieutenant Governor,REP,GEOFF DUNCAN,49483
Senate 15,Lieutenant Governor,DEM,SARAH RIGGS AMICO,30730
Senate 15,Lieutenant Governor,REP,GEOFF DUNCAN,14011
Senate 16,Lieutenant Governor,DEM,SARAH RIGGS AMICO,24229
Senate 16,Lieutenant Governor,REP,GEOFF DUNCAN,52596
Senate 17,Lieutenant Governor,DEM,SARAH RIGGS AMICO,36623
Senate 17,Lieutenant Governor,REP,GEOFF DUNCAN,42604
Senate 18,Lieutenant Governor,DEM,SARAH RIGGS AMICO,27248
Senate 18,Lieutenant Governor,REP,GEOFF DUNCAN,45405
Senate 19,Lieutenant Governor,DEM,SARAH RIGGS AMICO,13468
Senate 19,Lieutenant Governor,REP,GEOFF DUNCAN,37587
Senate 20,Lieutenant Governor,DEM,SARAH RIGGS AMICO,24754
Senate 20,Lieutenant Governor,REP,GEOFF DUNCAN,45540
Senate 21,Lieutenant Governor,DEM,SARAH RIGGS AMICO,26252
Senate 21,Lieutenant Governor,REP,GEOFF DUNCAN,60493
Senate 22,Lieutenant Governor,DEM,SARAH RIGGS AMICO,39973
Senate 22,Lieutenant Governor,REP,GEOFF DUNCAN,15351
Senate 23,Lieutenant Governor,DEM,SARAH RIGGS AMICO,25005
Senate 23,Lieutenant Governor,REP,GEOFF DUNCAN,37814
Senate 24,Lieutenant Governor,DEM,SARAH RIGGS AMICO,24056
Senate 24,Lieutenant Governor,REP,GEOFF DUNCAN,54800
Senate 25,Lieutenant Governor,DEM,SARAH RIGGS AMICO,23364
Senate 25,Lieutenant Governor,REP,GEOFF DUNCAN,47888
Senate 26,Lieutenant Governor,DEM,SARAH RIGGS AMICO,36686
Senate 26,Lieutenant Governor,REP,GEOFF DUNCAN,18188
Senate 27,Lieutenant Governor,DEM,SARAH RIGGS AMICO,24848
Senate 27,Lieutenant Governor,REP,GEOFF DUNCAN,65527
Senate 28,Lieutenant Governor,DEM,SARAH RIGGS AMICO,20657
Senate 28,Lieutenant Governor,REP,GEOFF DUNCAN,53923
Senate 29,Lieutenant Governor,DEM,SARAH RIGGS AMICO,25061
Senate 29,Lieutenant Governor,REP,GEOFF DUNCAN,43193
Senate 30,Lieutenant Governor,DEM,SARAH RIGGS AMICO,21267
Senate 30,Lieutenant Governor,REP,GEOFF DUNCAN,44071
Senate 31,Lieutenant Governor,DEM,SARAH RIGGS AMICO,18006
Senate 31,Lieutenant Governor,REP,GEOFF DUNCAN,48296
Senate 32,Lieutenant Governor,DEM,SARAH RIGGS AMICO,40584
Senate 32,Lieutenant Governor,REP,GEOFF DUNCAN,51491
Senate 33,Lieutenant Governor,DEM,SARAH RIGGS AMICO,42039
Senate 33,Lieutenant Governor,REP,GEOFF DUNCAN,21916
Senate 34,Lieutenant Governor,DEM,SARAH RIGGS AMICO,48284
Senate 34,Lieutenant Governor,REP,GEOFF DUNCAN,10301
Senate 35,Lieutenant Governor,DEM,SARAH RIGGS AMICO,59420
Senate 35,Lieutenant Governor,REP,GEOFF DUNCAN,14212
Senate 36,Lieutenant Governor,DEM,SARAH RIGGS AMICO,64232
Senate 36,Lieutenant Governor,REP,GEOFF DUNCAN,7256
Senate 37,Lieutenant Governor,DEM,SARAH RIGGS AMICO,34631
Senate 37,Lieutenant Governor,REP,GEOFF DUNCAN,47248
Senate 38,Lieutenant Governor,DEM,SARAH RIGGS AMICO,61203
Senate 38,Lieutenant Governor,REP,GEOFF DUNCAN,12775
Senate 39,Lieutenant Governor,DEM,SARAH RIGGS AMICO,63083
Senate 39,Lieutenant Governor,REP,GEOFF DUNCAN,9781
Senate 40,Lieutenant Governor,DEM,SARAH RIGGS AMICO,41702
Senate 40,Lieutenant Governor,REP,GEOFF DUNCAN,32098
Senate 41,Lieutenant Governor,DEM,SARAH RIGGS AMICO,46464
Senate 41,Lieutenant Governor,REP,GEOFF DUNCAN,11466
Senate 42,Lieutenant Governor,DEM,SARAH RIGGS AMICO,66390
Senate 42,Lieutenant Governor,REP,GEOFF DUNCAN,15872
Senate 43,Lieutenant Governor,DEM,SARAH RIGGS AMICO,53012
Senate 43,Lieutenant Governor,REP,GEOFF DUNCAN,16513
Senate 44,Lieutenant Governor,DEM,SARAH RIGGS AMICO,62534
Senate 44,Lieutenant Governor,REP,GEOFF DUNCAN,8265
Senate 45,Lieutenant Governor,DEM,SARAH RIGGS AMICO,31838
Senate 45,Lieutenant Governor,REP,GEOFF DUNCAN,43466
Senate 46,Lieutenant Governor,DEM,SARAH RIGGS AMICO,31113
Senate 46,Lieutenant Governor,REP,GEOFF DUNCAN,46513
Senate 47,Lieutenant Governor,DEM,SARAH RIGGS AMICO,22671
Senate 47,Lieutenant Governor,REP,GEOFF DUNCAN,45092
Senate 48,Lieutenant Governor,DEM,SARAH RIGGS AMICO,35800
Senate 48,Lieutenant Governor,REP,GEOFF DUNCAN,29372
Senate 49,Lieutenant Governor,DEM,SARAH RIGGS AMICO,15897
Senate 49,Lieutenant Governor,REP,GEOFF DUNCAN,47656
Senate 50,Lieutenant Governor,DEM,SARAH RIGGS AMICO,10864
Senate 50,Lieutenant Governor,REP,GEOFF DUNCAN,53626
Senate 51,Lieutenant Governor,DEM,SARAH RIGGS AMICO,12704
Senate 51,Lieutenant Governor,REP,GEOFF DUNCAN,64214
Senate 52,Lieutenant Governor,DEM,SARAH RIGGS AMICO,13828
Senate 52,Lieutenant Governor,REP,GEOFF DUNCAN,41386
Senate 53,Lieutenant Governor,DEM,SARAH RIGGS AMICO,10648
Senate 53,Lieutenant Governor,REP,GEOFF DUNCAN,44215
Senate 54,Lieutenant Governor,DEM,SARAH RIGGS AMICO,9938
Senate 54,Lieutenant Governor,REP,GEOFF DUNCAN,38237
Senate 55,Lieutenant Governor,DEM,SARAH RIGGS AMICO,63287
Senate 55,Lieutenant Governor,REP,GEOFF DUNCAN,14243
Senate 56,Lieutenant Governor,DEM,SARAH RIGGS AMICO,38393
Senate 56,Lieutenant Governor,REP,GEOFF DUNCAN,40296
House 157,U.S. Representative: district 1,(REP,EARL L. "BUDDY" CARTER ,4193
House 157,U.S. Representative: district 1,DEM,LISA M. RING,1327
House 159,U.S. Representative: district 1,(REP,EARL L. "BUDDY" CARTER ,881
House 159,U.S. Representative: district 1,DEM,LISA M. RING,231
House 160,U.S. Representative: district 1,(REP,EARL L. "BUDDY" CARTER ,2795
House 160,U.S. Representative: district 1,DEM,LISA M. RING,876
House 161,U.S. Representative: district 1,(REP,EARL L. "BUDDY" CARTER ,15712
House 161,U.S. Representative: district 1,DEM,LISA M. RING,8762
House 162,U.S. Representative: district 1,(REP,EARL L. "BUDDY" CARTER ,4482
House 162,U.S. Representative: district 1,DEM,LISA M. RING,11797
House 163,U.S. Representative: district 1,(REP,EARL L. "BUDDY" CARTER ,4597
House 163,U.S. Representative: district 1,DEM,LISA M. RING,13520
House 164,U.S. Representative: district 1,(REP,EARL L. "BUDDY" CARTER ,9483
House 164,U.S. Representative: district 1,DEM,LISA M. RING,8491
House 165,U.S. Representative: district 1,(REP,EARL L. "BUDDY" CARTER ,6407
House 165,U.S. Representative: district 1,DEM,LISA M. RING,13978
House 166,U.S. Representative: district 1,(REP,EARL L. "BUDDY" CARTER ,20393
House 166,U.S. Representative: district 1,DEM,LISA M. RING,9713
House 167,U.S. Representative: district 1,(REP,EARL L. "BUDDY" CARTER ,13886
House 167,U.S. Representative: district 1,DEM,LISA M. RING,6271
House 168,U.S. Representative: district 1,(REP,EARL L. "BUDDY" CARTER ,5696
House 168,U.S. Representative: district 1,DEM,LISA M. RING,9304
House 169,U.S. Representative: district 1,(REP,EARL L. "BUDDY" CARTER ,3260
House 169,U.S. Representative: district 1,DEM,LISA M. RING,485
House 174,U.S. Representative: district 1,(REP,EARL L. "BUDDY" CARTER ,7604
House 174,U.S. Representative: district 1,DEM,LISA M. RING,2944
House 175,U.S. Representative: district 1,(REP,EARL L. "BUDDY" CARTER ,42
House 175,U.S. Representative: district 1,DEM,LISA M. RING,32
House 176,U.S. Representative: district 1,(REP,EARL L. "BUDDY" CARTER ,4796
House 176,U.S. Representative: district 1,DEM,LISA M. RING,1808
House 177,U.S. Representative: district 1,(REP,EARL L. "BUDDY" CARTER ,137
House 177,U.S. Representative: district 1,DEM,LISA M. RING,105
House 178,U.S. Representative: district 1,(REP,EARL L. "BUDDY" CARTER ,15009
House 178,U.S. Representative: district 1,DEM,LISA M. RING,1917
House 179,U.S. Representative: district 1,(REP,EARL L. "BUDDY" CARTER ,12820
House 179,U.S. Representative: district 1,DEM,LISA M. RING,8561
House 180,U.S. Representative: district 1,(REP,EARL L. "BUDDY" CARTER ,12548
House 180,U.S. Representative: district 1,DEM,LISA M. RING,5820
Senate 1,U.S. Representative: district 1,(REP,EARL L. "BUDDY" CARTER ,42058
Senate 1,U.S. Representative: district 1,DEM,LISA M. RING,27923
Senate 2,U.S. Representative: district 1,(REP,EARL L. "BUDDY" CARTER ,15995
Senate 2,U.S. Representative: district 1,DEM,LISA M. RING,43327
Senate 3,U.S. Representative: district 1,(REP,EARL L. "BUDDY" CARTER ,41932
Senate 3,U.S. Representative: district 1,DEM,LISA M. RING,20493
Senate 4,U.S. Representative: district 1,(REP,EARL L. "BUDDY" CARTER ,11196
Senate 4,U.S. Representative: district 1,DEM,LISA M. RING,3233
Senate 7,U.S. Representative: district 1,(REP,EARL L. "BUDDY" CARTER ,18177
Senate 7,U.S. Representative: district 1,DEM,LISA M. RING,4301
Senate 8,U.S. Representative: district 1,(REP,EARL L. "BUDDY" CARTER ,3533
Senate 8,U.S. Representative: district 1,DEM,LISA M. RING,1167
Senate 19,U.S. Representative: district 1,(REP,EARL L. "BUDDY" CARTER ,11850
Senate 19,U.S. Representative: district 1,DEM,LISA M. RING,5498
House 33,U.S. Representative: district 10,(REP,JODY HICE ,4320
House 33,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,1464
House 103,U.S. Representative: district 10,(REP,JODY HICE ,2601
House 103,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,1195
House 104,U.S. Representative: district 10,(REP,JODY HICE ,12569
House 104,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,8327
House 105,U.S. Representative: district 10,(REP,JODY HICE ,3452
House 105,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,3853
House 109,U.S. Representative: district 10,(REP,JODY HICE ,7154
House 109,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,2863
House 110,U.S. Representative: district 10,(REP,JODY HICE ,10525
House 110,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,5375
House 111,U.S. Representative: district 10,(REP,JODY HICE ,2150
House 111,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,1217
House 112,U.S. Representative: district 10,(REP,JODY HICE ,13145
House 112,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,4115
House 114,U.S. Representative: district 10,(REP,JODY HICE ,14492
House 114,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,4621
House 115,U.S. Representative: district 10,(REP,JODY HICE ,18116
House 115,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,5189
House 116,U.S. Representative: district 10,(REP,JODY HICE ,15620
House 116,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,4804
House 117,U.S. Representative: district 10,(REP,JODY HICE ,10808
House 117,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,10981
House 118,U.S. Representative: district 10,(REP,JODY HICE ,3233
House 118,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,10220
House 119,U.S. Representative: district 10,(REP,JODY HICE ,13864
House 119,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,11424
House 120,U.S. Representative: district 10,(REP,JODY HICE ,16879
House 120,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,8598
House 121,U.S. Representative: district 10,(REP,JODY HICE ,7835
House 121,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,3133
House 122,U.S. Representative: district 10,(REP,JODY HICE ,2743
House 122,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,1232
House 127,U.S. Representative: district 10,(REP,JODY HICE ,2643
House 127,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,2502
House 128,U.S. Representative: district 10,(REP,JODY HICE ,9436
House 128,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,10310
House 129,U.S. Representative: district 10,(REP,JODY HICE ,7402
House 129,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,2575
House 145,U.S. Representative: district 10,(REP,JODY HICE ,10111
House 145,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,8041
House 150,U.S. Representative: district 10,(REP,JODY HICE ,1298
House 150,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,300
Senate 9,U.S. Representative: district 10,(REP,JODY HICE ,9048
Senate 9,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,8764
Senate 17,U.S. Representative: district 10,(REP,JODY HICE ,22817
Senate 17,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,9767
Senate 23,U.S. Representative: district 10,(REP,JODY HICE ,13759
Senate 23,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,9186
Senate 24,U.S. Representative: district 10,(REP,JODY HICE ,16038
Senate 24,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,7119
Senate 25,U.S. Representative: district 10,(REP,JODY HICE ,42776
Senate 25,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,20382
Senate 26,U.S. Representative: district 10,(REP,JODY HICE ,4961
Senate 26,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,6389
Senate 45,U.S. Representative: district 10,(REP,JODY HICE ,9574
Senate 45,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,4611
Senate 46,U.S. Representative: district 10,(REP,JODY HICE ,47533
Senate 46,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,31451
Senate 47,U.S. Representative: district 10,(REP,JODY HICE ,23890
Senate 47,U.S. Representative: district 10,DEM,TABITHA A. JOHNSON-GREEN,14670
House 14,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,11121
House 14,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,2495
House 15,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,14708
House 15,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,5327
House 16,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,2695
House 16,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,488
House 20,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,17907
House 20,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,7847
House 21,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,19608
House 21,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,6523
House 22,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,16862
House 22,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,3497
House 23,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,17930
House 23,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,6000
House 34,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,13543
