State Legislative District,Office,Party,Candidate,Votes
House 34,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,10152
House 35,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,11769
House 35,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,10917
House 36,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,20301
House 36,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,10102
House 37,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,7965
House 37,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,9090
House 39,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,14
House 39,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,21
House 40,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,7627
House 40,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,10785
House 41,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,2360
House 41,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,4815
House 42,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,2693
House 42,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,8619
House 43,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,2087
House 43,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,3500
House 44,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,3671
House 44,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,3575
House 46,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,5835
House 46,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,3113
House 52,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,6600
House 52,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,4360
House 53,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,2360
House 53,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,3756
House 54,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,3617
House 54,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,3329
House 58,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,0
House 58,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,0
House 80,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,616
House 80,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,343
Senate 6,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,22004
Senate 6,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,29574
Senate 14,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,49190
Senate 14,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,19042
Senate 21,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,46442
Senate 21,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,14828
Senate 32,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,2076
Senate 32,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,2601
Senate 33,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,8786
Senate 33,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,13301
Senate 36,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,0
Senate 36,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,0
Senate 37,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,48356
Senate 37,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,34203
Senate 38,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,348
Senate 38,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,505
Senate 52,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,12118
Senate 52,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,3245
Senate 56,U.S. Representative: district 11,(REP,BARRY LOUDERMILK ,2567
Senate 56,U.S. Representative: district 11,DEM,FLYNN D. BROADY JR,1354
House 121,U.S. Representative: district 12,(REP,RICK W. ALLEN ,7969
House 121,U.S. Representative: district 12,DEM,FRANCYS JOHNSON,5786
House 122,U.S. Representative: district 12,(REP,RICK W. ALLEN ,18304
House 122,U.S. Representative: district 12,DEM,FRANCYS JOHNSON,6987
House 123,U.S. Representative: district 12,(REP,RICK W. ALLEN ,16304
House 123,U.S. Representative: district 12,DEM,FRANCYS JOHNSON,7907
House 124,U.S. Representative: district 12,(REP,RICK W. ALLEN ,5239
House 124,U.S. Representative: district 12,DEM,FRANCYS JOHNSON,10709
House 125,U.S. Representative: district 12,(REP,RICK W. ALLEN ,6426
House 125,U.S. Representative: district 12,DEM,FRANCYS JOHNSON,10780
House 126,U.S. Representative: district 12,(REP,RICK W. ALLEN ,7007
House 126,U.S. Representative: district 12,DEM,FRANCYS JOHNSON,14546
House 127,U.S. Representative: district 12,(REP,RICK W. ALLEN ,2605
House 127,U.S. Representative: district 12,DEM,FRANCYS JOHNSON,9827
House 144,U.S. Representative: district 12,(REP,RICK W. ALLEN ,1155
House 144,U.S. Representative: district 12,DEM,FRANCYS JOHNSON,502
House 149,U.S. Representative: district 12,(REP,RICK W. ALLEN ,3189
House 149,U.S. Representative: district 12,DEM,FRANCYS JOHNSON,1137
House 150,U.S. Representative: district 12,(REP,RICK W. ALLEN ,12382
House 150,U.S. Representative: district 12,DEM,FRANCYS JOHNSON,6258
House 155,U.S. Representative: district 12,(REP,RICK W. ALLEN ,1582
House 155,U.S. Representative: district 12,DEM,FRANCYS JOHNSON,380
House 156,U.S. Representative: district 12,(REP,RICK W. ALLEN ,14171
House 156,U.S. Representative: district 12,DEM,FRANCYS JOHNSON,4202
House 157,U.S. Representative: district 12,(REP,RICK W. ALLEN ,7399
House 157,U.S. Representative: district 12,DEM,FRANCYS JOHNSON,2513
House 158,U.S. Representative: district 12,(REP,RICK W. ALLEN ,12179
House 158,U.S. Representative: district 12,DEM,FRANCYS JOHNSON,6062
House 159,U.S. Representative: district 12,(REP,RICK W. ALLEN ,13294
House 159,U.S. Representative: district 12,DEM,FRANCYS JOHNSON,6143
House 160,U.S. Representative: district 12,(REP,RICK W. ALLEN ,9206
House 160,U.S. Representative: district 12,DEM,FRANCYS JOHNSON,4263
House 161,U.S. Representative: district 12,(REP,RICK W. ALLEN ,206
House 161,U.S. Representative: district 12,DEM,FRANCYS JOHNSON,44
House 169,U.S. Representative: district 12,(REP,RICK W. ALLEN ,8783
House 169,U.S. Representative: district 12,DEM,FRANCYS JOHNSON,3322
House 178,U.S. Representative: district 12,(REP,RICK W. ALLEN ,1586
House 178,U.S. Representative: district 12,DEM,FRANCYS JOHNSON,135
Senate 4,U.S. Representative: district 12,(REP,RICK W. ALLEN ,32229
Senate 4,U.S. Representative: district 12,DEM,FRANCYS JOHNSON,14481
Senate 7,U.S. Representative: district 12,(REP,RICK W. ALLEN ,8841
Senate 7,U.S. Representative: district 12,DEM,FRANCYS JOHNSON,3469
Senate 19,U.S. Representative: district 12,(REP,RICK W. ALLEN ,24609
Senate 19,U.S. Representative: district 12,DEM,FRANCYS JOHNSON,7167
Senate 20,U.S. Representative: district 12,(REP,RICK W. ALLEN ,12424
Senate 20,U.S. Representative: district 12,DEM,FRANCYS JOHNSON,6119
Senate 22,U.S. Representative: district 12,(REP,RICK W. ALLEN ,16800
Senate 22,U.S. Representative: district 12,DEM,FRANCYS JOHNSON,40957
Senate 23,U.S. Representative: district 12,(REP,RICK W. ALLEN ,25781
Senate 23,U.S. Representative: district 12,DEM,FRANCYS JOHNSON,16596
Senate 24,U.S. Representative: district 12,(REP,RICK W. ALLEN ,28302
Senate 24,U.S. Representative: district 12,DEM,FRANCYS JOHNSON,12714
House 37,U.S. Representative: district 13,(DEM,DAVID SCOTT ,3
House 37,U.S. Representative: district 13,REP,DAVID CALLAHAN,0
House 38,U.S. Representative: district 13,(DEM,DAVID SCOTT ,16791
House 38,U.S. Representative: district 13,REP,DAVID CALLAHAN,7000
House 39,U.S. Representative: district 13,(DEM,DAVID SCOTT ,16740
House 39,U.S. Representative: district 13,REP,DAVID CALLAHAN,3541
House 40,U.S. Representative: district 13,(DEM,DAVID SCOTT ,6509
House 40,U.S. Representative: district 13,REP,DAVID CALLAHAN,4464
House 41,U.S. Representative: district 13,(DEM,DAVID SCOTT ,6804
House 41,U.S. Representative: district 13,REP,DAVID CALLAHAN,2820
House 42,U.S. Representative: district 13,(DEM,DAVID SCOTT ,1254
House 42,U.S. Representative: district 13,REP,DAVID CALLAHAN,675
House 53,U.S. Representative: district 13,(DEM,DAVID SCOTT ,725
House 53,U.S. Representative: district 13,REP,DAVID CALLAHAN,322
House 58,U.S. Representative: district 13,(DEM,DAVID SCOTT ,0
House 58,U.S. Representative: district 13,REP,DAVID CALLAHAN,0
House 61,U.S. Representative: district 13,(DEM,DAVID SCOTT ,7636
House 61,U.S. Representative: district 13,REP,DAVID CALLAHAN,2659
House 62,U.S. Representative: district 13,(DEM,DAVID SCOTT ,18554
House 62,U.S. Representative: district 13,REP,DAVID CALLAHAN,3114
House 63,U.S. Representative: district 13,(DEM,DAVID SCOTT ,15199
House 63,U.S. Representative: district 13,REP,DAVID CALLAHAN,2418
House 64,U.S. Representative: district 13,(DEM,DAVID SCOTT ,13712
House 64,U.S. Representative: district 13,REP,DAVID CALLAHAN,2626
House 65,U.S. Representative: district 13,(DEM,DAVID SCOTT ,20269
House 65,U.S. Representative: district 13,REP,DAVID CALLAHAN,3583
House 66,U.S. Representative: district 13,(DEM,DAVID SCOTT ,12364
House 66,U.S. Representative: district 13,REP,DAVID CALLAHAN,5400
House 67,U.S. Representative: district 13,(DEM,DAVID SCOTT ,5603
House 67,U.S. Representative: district 13,REP,DAVID CALLAHAN,7881
House 68,U.S. Representative: district 13,(DEM,DAVID SCOTT ,738
House 68,U.S. Representative: district 13,REP,DAVID CALLAHAN,2294
House 73,U.S. Representative: district 13,(DEM,DAVID SCOTT ,2799
House 73,U.S. Representative: district 13,REP,DAVID CALLAHAN,1643
House 74,U.S. Representative: district 13,(DEM,DAVID SCOTT ,6440
House 74,U.S. Representative: district 13,REP,DAVID CALLAHAN,397
House 75,U.S. Representative: district 13,(DEM,DAVID SCOTT ,15694
House 75,U.S. Representative: district 13,REP,DAVID CALLAHAN,2048
House 76,U.S. Representative: district 13,(DEM,DAVID SCOTT ,6505
House 76,U.S. Representative: district 13,REP,DAVID CALLAHAN,2050
House 77,U.S. Representative: district 13,(DEM,DAVID SCOTT ,15277
House 77,U.S. Representative: district 13,REP,DAVID CALLAHAN,1290
House 78,U.S. Representative: district 13,(DEM,DAVID SCOTT ,16059
House 78,U.S. Representative: district 13,REP,DAVID CALLAHAN,3797
House 90,U.S. Representative: district 13,(DEM,DAVID SCOTT ,5095
House 90,U.S. Representative: district 13,REP,DAVID CALLAHAN,3861
House 109,U.S. Representative: district 13,(DEM,DAVID SCOTT ,5636
House 109,U.S. Representative: district 13,REP,DAVID CALLAHAN,2141
House 111,U.S. Representative: district 13,(DEM,DAVID SCOTT ,6751
House 111,U.S. Representative: district 13,REP,DAVID CALLAHAN,3735
Senate 6,U.S. Representative: district 13,(DEM,DAVID SCOTT ,3804
Senate 6,U.S. Representative: district 13,REP,DAVID CALLAHAN,2139
Senate 10,U.S. Representative: district 13,(DEM,DAVID SCOTT ,29098
Senate 10,U.S. Representative: district 13,REP,DAVID CALLAHAN,12911
Senate 16,U.S. Representative: district 13,(DEM,DAVID SCOTT ,244
Senate 16,U.S. Representative: district 13,REP,DAVID CALLAHAN,399
Senate 17,U.S. Representative: district 13,(DEM,DAVID SCOTT ,2287
Senate 17,U.S. Representative: district 13,REP,DAVID CALLAHAN,1522
Senate 28,U.S. Representative: district 13,(DEM,DAVID SCOTT ,559
Senate 28,U.S. Representative: district 13,REP,DAVID CALLAHAN,730
Senate 30,U.S. Representative: district 13,(DEM,DAVID SCOTT ,5749
Senate 30,U.S. Representative: district 13,REP,DAVID CALLAHAN,9741
Senate 33,U.S. Representative: district 13,(DEM,DAVID SCOTT ,25403
Senate 33,U.S. Representative: district 13,REP,DAVID CALLAHAN,9716
Senate 34,U.S. Representative: district 13,(DEM,DAVID SCOTT ,34376
Senate 34,U.S. Representative: district 13,REP,DAVID CALLAHAN,5511
Senate 35,U.S. Representative: district 13,(DEM,DAVID SCOTT ,61120
Senate 35,U.S. Representative: district 13,REP,DAVID CALLAHAN,14200
Senate 36,U.S. Representative: district 13,(DEM,DAVID SCOTT ,194
Senate 36,U.S. Representative: district 13,REP,DAVID CALLAHAN,4
Senate 38,U.S. Representative: district 13,(DEM,DAVID SCOTT ,21303
Senate 38,U.S. Representative: district 13,REP,DAVID CALLAHAN,7588
Senate 39,U.S. Representative: district 13,(DEM,DAVID SCOTT ,15154
Senate 39,U.S. Representative: district 13,REP,DAVID CALLAHAN,408
Senate 44,U.S. Representative: district 13,(DEM,DAVID SCOTT ,23866
Senate 44,U.S. Representative: district 13,REP,DAVID CALLAHAN,4891
House 1,U.S. Representative: district 14,(REP,TOM GRAVES ,13129
House 1,U.S. Representative: district 14,DEM,STEVEN LAMAR FOSTER,3146
House 2,U.S. Representative: district 14,(REP,TOM GRAVES ,15488
House 2,U.S. Representative: district 14,DEM,STEVEN LAMAR FOSTER,2899
House 3,U.S. Representative: district 14,(REP,TOM GRAVES ,15444
House 3,U.S. Representative: district 14,DEM,STEVEN LAMAR FOSTER,3850
House 4,U.S. Representative: district 14,(REP,TOM GRAVES ,8066
House 4,U.S. Representative: district 14,DEM,STEVEN LAMAR FOSTER,3983
House 5,U.S. Representative: district 14,(REP,TOM GRAVES ,12988
House 5,U.S. Representative: district 14,DEM,STEVEN LAMAR FOSTER,2915
House 6,U.S. Representative: district 14,(REP,TOM GRAVES ,12406
House 6,U.S. Representative: district 14,DEM,STEVEN LAMAR FOSTER,2916
House 11,U.S. Representative: district 14,(REP,TOM GRAVES ,10426
House 11,U.S. Representative: district 14,DEM,STEVEN LAMAR FOSTER,1609
House 12,U.S. Representative: district 14,(REP,TOM GRAVES ,12581
House 12,U.S. Representative: district 14,DEM,STEVEN LAMAR FOSTER,3164
House 13,U.S. Representative: district 14,(REP,TOM GRAVES ,10353
House 13,U.S. Representative: district 14,DEM,STEVEN LAMAR FOSTER,5387
House 14,U.S. Representative: district 14,(REP,TOM GRAVES ,4641
House 14,U.S. Representative: district 14,DEM,STEVEN LAMAR FOSTER,924
House 16,U.S. Representative: district 14,(REP,TOM GRAVES ,11741
House 16,U.S. Representative: district 14,DEM,STEVEN LAMAR FOSTER,2703
House 17,U.S. Representative: district 14,(REP,TOM GRAVES ,16972
House 17,U.S. Representative: district 14,DEM,STEVEN LAMAR FOSTER,6370
House 18,U.S. Representative: district 14,(REP,TOM GRAVES ,7498
House 18,U.S. Representative: district 14,DEM,STEVEN LAMAR FOSTER,1091
House 19,U.S. Representative: district 14,(REP,TOM GRAVES ,15009
House 19,U.S. Representative: district 14,DEM,STEVEN LAMAR FOSTER,8240
House 66,U.S. Representative: district 14,(REP,TOM GRAVES ,3034
House 66,U.S. Representative: district 14,DEM,STEVEN LAMAR FOSTER,2457
House 67,U.S. Representative: district 14,(REP,TOM GRAVES ,5967
House 67,U.S. Representative: district 14,DEM,STEVEN LAMAR FOSTER,2327
Senate 30,U.S. Representative: district 14,(REP,TOM GRAVES ,10612
Senate 30,U.S. Representative: district 14,DEM,STEVEN LAMAR FOSTER,5090
Senate 31,U.S. Representative: district 14,(REP,TOM GRAVES ,49609
Senate 31,U.S. Representative: district 14,DEM,STEVEN LAMAR FOSTER,18098
Senate 52,U.S. Representative: district 14,(REP,TOM GRAVES ,30420
Senate 52,U.S. Representative: district 14,DEM,STEVEN LAMAR FOSTER,10294
Senate 53,U.S. Representative: district 14,(REP,TOM GRAVES ,45868
Senate 53,U.S. Representative: district 14,DEM,STEVEN LAMAR FOSTER,10529
Senate 54,U.S. Representative: district 14,(REP,TOM GRAVES ,39234
Senate 54,U.S. Representative: district 14,DEM,STEVEN LAMAR FOSTER,9970
House 134,U.S. Representative: district 2,(DEM,SANFORD BISHOP ,2848
House 134,U.S. Representative: district 2,REP,HERMAN WEST JR,3380
House 135,U.S. Representative: district 2,(DEM,SANFORD BISHOP ,8127
House 135,U.S. Representative: district 2,REP,HERMAN WEST JR,2067
House 136,U.S. Representative: district 2,(DEM,SANFORD BISHOP ,13647
House 136,U.S. Representative: district 2,REP,HERMAN WEST JR,3737
House 137,U.S. Representative: district 2,(DEM,SANFORD BISHOP ,10015
House 137,U.S. Representative: district 2,REP,HERMAN WEST JR,3948
House 138,U.S. Representative: district 2,(DEM,SANFORD BISHOP ,7335
House 138,U.S. Representative: district 2,REP,HERMAN WEST JR,7529
House 139,U.S. Representative: district 2,(DEM,SANFORD BISHOP ,9341
House 139,U.S. Representative: district 2,REP,HERMAN WEST JR,6053
House 140,U.S. Representative: district 2,(DEM,SANFORD BISHOP ,4084
House 140,U.S. Representative: district 2,REP,HERMAN WEST JR,8424
House 141,U.S. Representative: district 2,(DEM,SANFORD BISHOP ,1152
House 141,U.S. Representative: district 2,REP,HERMAN WEST JR,1315
House 142,U.S. Representative: district 2,(DEM,SANFORD BISHOP ,13872
House 142,U.S. Representative: district 2,REP,HERMAN WEST JR,5177
House 143,U.S. Representative: district 2,(DEM,SANFORD BISHOP ,11384
House 143,U.S. Representative: district 2,REP,HERMAN WEST JR,2004
House 144,U.S. Representative: district 2,(DEM,SANFORD BISHOP ,731
House 144,U.S. Representative: district 2,REP,HERMAN WEST JR,1306
House 148,U.S. Representative: district 2,(DEM,SANFORD BISHOP ,3103
House 148,U.S. Representative: district 2,REP,HERMAN WEST JR,3802
House 151,U.S. Representative: district 2,(DEM,SANFORD BISHOP ,11808
House 151,U.S. Representative: district 2,REP,HERMAN WEST JR,8230
House 152,U.S. Representative: district 2,(DEM,SANFORD BISHOP ,4800
House 152,U.S. Representative: district 2,REP,HERMAN WEST JR,10067
House 153,U.S. Representative: district 2,(DEM,SANFORD BISHOP ,11205
House 153,U.S. Representative: district 2,REP,HERMAN WEST JR,5014
House 154,U.S. Representative: district 2,(DEM,SANFORD BISHOP ,12516
House 154,U.S. Representative: district 2,REP,HERMAN WEST JR,6502
House 171,U.S. Representative: district 2,(DEM,SANFORD BISHOP ,6301
House 171,U.S. Representative: district 2,REP,HERMAN WEST JR,7033
House 173,U.S. Representative: district 2,(DEM,SANFORD BISHOP ,4430
House 173,U.S. Representative: district 2,REP,HERMAN WEST JR,6884
Senate 11,U.S. Representative: district 2,(DEM,SANFORD BISHOP ,12497
Senate 11,U.S. Representative: district 2,REP,HERMAN WEST JR,17966
Senate 12,U.S. Representative: district 2,(DEM,SANFORD BISHOP ,38127
Senate 12,U.S. Representative: district 2,REP,HERMAN WEST JR,18399
Senate 13,U.S. Representative: district 2,(DEM,SANFORD BISHOP ,10732
Senate 13,U.S. Representative: district 2,REP,HERMAN WEST JR,16630
Senate 15,U.S. Representative: district 2,(DEM,SANFORD BISHOP ,33785
Senate 15,U.S. Representative: district 2,REP,HERMAN WEST JR,12499
Senate 18,U.S. Representative: district 2,(DEM,SANFORD BISHOP ,10776
Senate 18,U.S. Representative: district 2,REP,HERMAN WEST JR,15185
Senate 26,U.S. Representative: district 2,(DEM,SANFORD BISHOP ,23629
Senate 26,U.S. Representative: district 2,REP,HERMAN WEST JR,4197
Senate 29,U.S. Representative: district 2,(DEM,SANFORD BISHOP ,7153
Senate 29,U.S. Representative: district 2,REP,HERMAN WEST JR,7596
House 18,U.S. Representative: district 3,(REP,DREW FERGUSON ,6172
House 18,U.S. Representative: district 3,DEM,CHUCK ENDERLIN,3715
House 63,U.S. Representative: district 3,(REP,DREW FERGUSON ,2981
House 63,U.S. Representative: district 3,DEM,CHUCK ENDERLIN,3777
House 64,U.S. Representative: district 3,(REP,DREW FERGUSON ,4110
House 64,U.S. Representative: district 3,DEM,CHUCK ENDERLIN,4129
House 68,U.S. Representative: district 3,(REP,DREW FERGUSON ,13297
House 68,U.S. Representative: district 3,DEM,CHUCK ENDERLIN,5451
House 69,U.S. Representative: district 3,(REP,DREW FERGUSON ,16289
House 69,U.S. Representative: district 3,DEM,CHUCK ENDERLIN,4625
House 70,U.S. Representative: district 3,(REP,DREW FERGUSON ,14973
House 70,U.S. Representative: district 3,DEM,CHUCK ENDERLIN,7742
House 71,U.S. Representative: district 3,(REP,DREW FERGUSON ,20475
House 71,U.S. Representative: district 3,DEM,CHUCK ENDERLIN,6662
House 72,U.S. Representative: district 3,(REP,DREW FERGUSON ,21334
House 72,U.S. Representative: district 3,DEM,CHUCK ENDERLIN,7827
House 73,U.S. Representative: district 3,(REP,DREW FERGUSON ,11801
House 73,U.S. Representative: district 3,DEM,CHUCK ENDERLIN,6939
House 109,U.S. Representative: district 3,(REP,DREW FERGUSON ,2142
House 109,U.S. Representative: district 3,DEM,CHUCK ENDERLIN,1854
House 110,U.S. Representative: district 3,(REP,DREW FERGUSON ,453
House 110,U.S. Representative: district 3,DEM,CHUCK ENDERLIN,2464
House 111,U.S. Representative: district 3,(REP,DREW FERGUSON ,6383
House 111,U.S. Representative: district 3,DEM,CHUCK ENDERLIN,8786
House 130,U.S. Representative: district 3,(REP,DREW FERGUSON ,12946
House 130,U.S. Representative: district 3,DEM,CHUCK ENDERLIN,8621
House 131,U.S. Representative: district 3,(REP,DREW FERGUSON ,16336
House 131,U.S. Representative: district 3,DEM,CHUCK ENDERLIN,5780
House 132,U.S. Representative: district 3,(REP,DREW FERGUSON ,9102
House 132,U.S. Representative: district 3,DEM,CHUCK ENDERLIN,8394
House 133,U.S. Representative: district 3,(REP,DREW FERGUSON ,17739
House 133,U.S. Representative: district 3,DEM,CHUCK ENDERLIN,6017
House 134,U.S. Representative: district 3,(REP,DREW FERGUSON ,10312
House 134,U.S. Representative: district 3,DEM,CHUCK ENDERLIN,5062
House 135,U.S. Representative: district 3,(REP,DREW FERGUSON ,529
House 135,U.S. Representative: district 3,DEM,CHUCK ENDERLIN,359
House 137,U.S. Representative: district 3,(REP,DREW FERGUSON ,4622
House 137,U.S. Representative: district 3,DEM,CHUCK ENDERLIN,2806
Senate 15,U.S. Representative: district 3,(REP,DREW FERGUSON ,837
Senate 15,U.S. Representative: district 3,DEM,CHUCK ENDERLIN,631
Senate 16,U.S. Representative: district 3,(REP,DREW FERGUSON ,53214
Senate 16,U.S. Representative: district 3,DEM,CHUCK ENDERLIN,24317
Senate 17,U.S. Representative: district 3,(REP,DREW FERGUSON ,11702
Senate 17,U.S. Representative: district 3,DEM,CHUCK ENDERLIN,16852
Senate 18,U.S. Representative: district 3,(REP,DREW FERGUSON ,7063
Senate 18,U.S. Representative: district 3,DEM,CHUCK ENDERLIN,3326
Senate 28,U.S. Representative: district 3,(REP,DREW FERGUSON ,54302
Senate 28,U.S. Representative: district 3,DEM,CHUCK ENDERLIN,20499
Senate 29,U.S. Representative: district 3,(REP,DREW FERGUSON ,36817
Senate 29,U.S. Representative: district 3,DEM,CHUCK ENDERLIN,19087
Senate 30,U.S. Representative: district 3,(REP,DREW FERGUSON ,24682
Senate 30,U.S. Representative: district 3,DEM,CHUCK ENDERLIN,10867
Senate 34,U.S. Representative: district 3,(REP,DREW FERGUSON ,3379
Senate 34,U.S. Representative: district 3,DEM,CHUCK ENDERLIN,5431
House 82,U.S. Representative: district 4,(DEM,HENRY C "HANK" JOHNSON JR ,2435
House 82,U.S. Representative: district 4,REP,JOE PROFIT,1360
House 83,U.S. Representative: district 4,(DEM,HENRY C "HANK" JOHNSON JR ,2145
House 83,U.S. Representative: district 4,REP,JOE PROFIT,48
House 84,U.S. Representative: district 4,(DEM,HENRY C "HANK" JOHNSON JR ,17172
House 84,U.S. Representative: district 4,REP,JOE PROFIT,2163
House 85,U.S. Representative: district 4,(DEM,HENRY C "HANK" JOHNSON JR ,16080
House 85,U.S. Representative: district 4,REP,JOE PROFIT,2239
House 86,U.S. Representative: district 4,(DEM,HENRY C "HANK" JOHNSON JR ,16222
House 86,U.S. Representative: district 4,REP,JOE PROFIT,2903
House 87,U.S. Representative: district 4,(DEM,HENRY C "HANK" JOHNSON JR ,18141
House 87,U.S. Representative: district 4,REP,JOE PROFIT,2452
House 88,U.S. Representative: district 4,(DEM,HENRY C "HANK" JOHNSON JR ,14147
House 88,U.S. Representative: district 4,REP,JOE PROFIT,2445
House 90,U.S. Representative: district 4,(DEM,HENRY C "HANK" JOHNSON JR ,16239
House 90,U.S. Representative: district 4,REP,JOE PROFIT,1614
House 91,U.S. Representative: district 4,(DEM,HENRY C "HANK" JOHNSON JR ,20067
House 91,U.S. Representative: district 4,REP,JOE PROFIT,5304
House 92,U.S. Representative: district 4,(DEM,HENRY C "HANK" JOHNSON JR ,15462
House 92,U.S. Representative: district 4,REP,JOE PROFIT,2785
House 93,U.S. Representative: district 4,(DEM,HENRY C "HANK" JOHNSON JR ,21897
House 93,U.S. Representative: district 4,REP,JOE PROFIT,4381
House 94,U.S. Representative: district 4,(DEM,HENRY C "HANK" JOHNSON JR ,19874
House 94,U.S. Representative: district 4,REP,JOE PROFIT,3868
House 99,U.S. Representative: district 4,(DEM,HENRY C "HANK" JOHNSON JR ,4803
House 99,U.S. Representative: district 4,REP,JOE PROFIT,1450
House 106,U.S. Representative: district 4,(DEM,HENRY C "HANK" JOHNSON JR ,8865
House 106,U.S. Representative: district 4,REP,JOE PROFIT,5901
House 108,U.S. Representative: district 4,(DEM,HENRY C "HANK" JOHNSON JR ,7959
House 108,U.S. Representative: district 4,REP,JOE PROFIT,7104
House 109,U.S. Representative: district 4,(DEM,HENRY C "HANK" JOHNSON JR ,3121
House 109,U.S. Representative: district 4,REP,JOE PROFIT,2517
House 110,U.S. Representative: district 4,(DEM,HENRY C "HANK" JOHNSON JR ,1616
House 110,U.S. Representative: district 4,REP,JOE PROFIT,1106
House 112,U.S. Representative: district 4,(DEM,HENRY C "HANK" JOHNSON JR ,3403
House 112,U.S. Representative: district 4,REP,JOE PROFIT,4935
House 113,U.S. Representative: district 4,(DEM,HENRY C "HANK" JOHNSON JR ,16887
House 113,U.S. Representative: district 4,REP,JOE PROFIT,5405
House 114,U.S. Representative: district 4,(DEM,HENRY C "HANK" JOHNSON JR ,1182
House 114,U.S. Representative: district 4,REP,JOE PROFIT,1113
Senate 5,U.S. Representative: district 4,(DEM,HENRY C "HANK" JOHNSON JR ,4825
Senate 5,U.S. Representative: district 4,REP,JOE PROFIT,1301
Senate 9,U.S. Representative: district 4,(DEM,HENRY C "HANK" JOHNSON JR ,8145
Senate 9,U.S. Representative: district 4,REP,JOE PROFIT,8478
Senate 10,U.S. Representative: district 4,(DEM,HENRY C "HANK" JOHNSON JR ,32010
Senate 10,U.S. Representative: district 4,REP,JOE PROFIT,1005
Senate 17,U.S. Representative: district 4,(DEM,HENRY C "HANK" JOHNSON JR ,8559
Senate 17,U.S. Representative: district 4,REP,JOE PROFIT,7688
Senate 41,U.S. Representative: district 4,(DEM,HENRY C "HANK" JOHNSON JR ,38785
Senate 41,U.S. Representative: district 4,REP,JOE PROFIT,8007
Senate 42,U.S. Representative: district 4,(DEM,HENRY C "HANK" JOHNSON JR ,19507
Senate 42,U.S. Representative: district 4,REP,JOE PROFIT,5300
Senate 43,U.S. Representative: district 4,(DEM,HENRY C "HANK" JOHNSON JR ,54712
Senate 43,U.S. Representative: district 4,REP,JOE PROFIT,16728
Senate 55,U.S. Representative: district 4,(DEM,HENRY C "HANK" JOHNSON JR ,61174
Senate 55,U.S. Representative: district 4,REP,JOE PROFIT,12585
House 53,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,14545
House 54,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,16259
House 55,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,23936
House 56,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,16848
House 57,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,25429
