ElectionDate	PartyCode	PartyName	RaceCode	OfficeDesc	CountyCode	CountyName	Juris1num	Juris2num	Precincts	PrecinctsReporting	CanNameLast	CanNameFirst	CanNameMiddle	CanVotes
8/28/2018	REP	Republican	STR	State Representative	PIN	Pinellas	064		12	12	Power	Terry		2167
8/28/2018	REP	Republican	STR	State Representative	PIN	Pinellas	066		55	55	DiCeglie	Nick		10461
8/28/2018	REP	Republican	STR	State Representative	PIN	Pinellas	066		55	55	Jacques	Berny		7113
8/28/2018	REP	Republican	STR	State Representative	PIN	Pinellas	069		63	63	Bailie	Jeremy		6527
8/28/2018	REP	Republican	STR	State Representative	PIN	Pinellas	069		63	63	Blacklidge	Ray		8924
8/28/2018	REP	Republican	STR	State Representative	SAR	Sarasota	072		34	34	Miller	Jason		6451
8/28/2018	REP	Republican	STR	State Representative	SAR	Sarasota	072		34	34	Pilon	Ray		11645
8/28/2018	REP	Republican	STR	State Representative	SAR	Sarasota	074		48	48	Buchanan	James	Vernon	12886
8/28/2018	REP	Republican	STR	State Representative	SAR	Sarasota	074		48	48	Yates	Linda		8878
8/28/2018	REP	Republican	STR	State Representative	LEE	Lee	079		28	28	Miller	Matthew	Shawn	5209
8/28/2018	REP	Republican	STR	State Representative	LEE	Lee	079		28	28	Roach	Spencer		7412
8/28/2018	REP	Republican	STR	State Representative	MRT	Martin	083		0	0	Dadan	Sasha		4146
8/28/2018	REP	Republican	STR	State Representative	STL	St. Lucie	083		17	17	Dadan	Sasha		3666
8/28/2018	REP	Republican	STR	State Representative	MRT	Martin	083		0	0	Overdorf	Toby		5522
8/28/2018	REP	Republican	STR	State Representative	STL	St. Lucie	083		17	17	Overdorf	Toby		3679
8/28/2018	REP	Republican	STR	State Representative	STL	St. Lucie	084		36	36	Gotz	Mark		5792
8/28/2018	REP	Republican	STR	State Representative	STL	St. Lucie	084		36	36	Pinney	Theresa	'Teri'	5528
8/28/2018	REP	Republican	STR	State Representative	PAL	Palm Beach	089		98	98	Caruso	Mike		6760
8/28/2018	REP	Republican	STR	State Representative	PAL	Palm Beach	089		98	98	Spritz	Matt		5268
8/28/2018	REP	Republican	STR	State Representative	DAD	Miami-Dade	115		0	0	Aloupis	Vance		3643
8/28/2018	REP	Republican	STR	State Representative	DAD	Miami-Dade	115		0	0	Fernandez	Jose		3104
8/28/2018	REP	Republican	STR	State Representative	DAD	Miami-Dade	115		0	0	Gobel	Carlos	Daniel	939
8/28/2018	REP	Republican	STR	State Representative	DAD	Miami-Dade	115		0	0	Lopez	Rhonda		2993
8/28/2018	REP	Republican	STR	State Representative	DAD	Miami-Dade	116		0	0	Perez	Daniel	Anthony	8696
8/28/2018	REP	Republican	STR	State Representative	DAD	Miami-Dade	116		0	0	Polo	Frank	E.	2110
8/28/2018	REP	Republican	STR	State Representative	DAD	Miami-Dade	119		0	0	Fernandez-Barquin	Juan		3763
8/28/2018	REP	Republican	STR	State Representative	DAD	Miami-Dade	119		0	0	Lopez	Enrique		1361
8/28/2018	REP	Republican	STR	State Representative	DAD	Miami-Dade	119		0	0	Martinez	Analeen	'Annie'	1820
8/28/2018	REP	Republican	STR	State Representative	DAD	Miami-Dade	119		0	0	Potestad	Bibiana	'Bibi'	1563
8/28/2018	DEM	Democrat	USR	United States Representative	ESC	Escambia	001		0	0	Ehr	Phil		8961
8/28/2018	DEM	Democrat	USR	United States Representative	HOL	Holmes	001		0	0	Ehr	Phil		222
8/28/2018	DEM	Democrat	USR	United States Representative	OKA	Okaloosa	001		52	52	Ehr	Phil		2603
8/28/2018	DEM	Democrat	USR	United States Representative	SAN	Santa Rosa	001		0	0	Ehr	Phil		2109
8/28/2018	DEM	Democrat	USR	United States Representative	WAL	Walton	001		0	0	Ehr	Phil		755
8/28/2018	DEM	Democrat	USR	United States Representative	ESC	Escambia	001		0	0	Zimmerman	Jennifer	M.	12715
8/28/2018	DEM	Democrat	USR	United States Representative	HOL	Holmes	001		0	0	Zimmerman	Jennifer	M.	391
8/28/2018	DEM	Democrat	USR	United States Representative	OKA	Okaloosa	001		52	52	Zimmerman	Jennifer	M.	3891
8/28/2018	DEM	Democrat	USR	United States Representative	SAN	Santa Rosa	001		0	0	Zimmerman	Jennifer	M.	4102
8/28/2018	DEM	Democrat	USR	United States Representative	WAL	Walton	001		0	0	Zimmerman	Jennifer	M.	1323
8/28/2018	DEM	Democrat	USR	United States Representative	BAY	Bay	002		44	44	Peters	Brandon		4559
8/28/2018	DEM	Democrat	USR	United States Representative	CAL	Calhoun	002		11	11	Peters	Brandon		605
8/28/2018	DEM	Democrat	USR	United States Representative	CLM	Columbia	002		19	19	Peters	Brandon		2242
8/28/2018	DEM	Democrat	USR	United States Representative	DIX	Dixie	002		10	10	Peters	Brandon		540
8/28/2018	DEM	Democrat	USR	United States Representative	FRA	Franklin	002		8	8	Peters	Brandon		1257
8/28/2018	DEM	Democrat	USR	United States Representative	GIL	Gilchrist	002		10	10	Peters	Brandon		475
8/28/2018	DEM	Democrat	USR	United States Representative	GUL	Gulf	002		0	0	Peters	Brandon		674
8/28/2018	DEM	Democrat	USR	United States Representative	HOL	Holmes	002		0	0	Peters	Brandon		224
8/28/2018	DEM	Democrat	USR	United States Representative	JAC	Jackson	002		14	14	Peters	Brandon		2694
8/28/2018	DEM	Democrat	USR	United States Representative	JEF	Jefferson	002		0	0	Peters	Brandon		76
8/28/2018	DEM	Democrat	USR	United States Representative	LAF	Lafayette	002		5	5	Peters	Brandon		344
8/28/2018	DEM	Democrat	USR	United States Representative	LEO	Leon	002		66	66	Peters	Brandon		5797
8/28/2018	DEM	Democrat	USR	United States Representative	LEV	Levy	002		13	13	Peters	Brandon		1673
8/28/2018	DEM	Democrat	USR	United States Representative	LIB	Liberty	002		0	0	Peters	Brandon		761
8/28/2018	DEM	Democrat	USR	United States Representative	MRN	Marion	002		21	21	Peters	Brandon		2240
8/28/2018	DEM	Democrat	USR	United States Representative	SUW	Suwannee	002		16	16	Peters	Brandon		1476
8/28/2018	DEM	Democrat	USR	United States Representative	TAY	Taylor	002		14	14	Peters	Brandon		839
8/28/2018	DEM	Democrat	USR	United States Representative	WAK	Wakulla	002		0	0	Peters	Brandon		1240
8/28/2018	DEM	Democrat	USR	United States Representative	WAS	Washington	002		0	0	Peters	Brandon		767
8/28/2018	DEM	Democrat	USR	United States Representative	BAY	Bay	002		44	44	Rackleff	Bob		2959
8/28/2018	DEM	Democrat	USR	United States Representative	CAL	Calhoun	002		11	11	Rackleff	Bob		522
8/28/2018	DEM	Democrat	USR	United States Representative	CLM	Columbia	002		19	19	Rackleff	Bob		1001
8/28/2018	DEM	Democrat	USR	United States Representative	DIX	Dixie	002		10	10	Rackleff	Bob		287
8/28/2018	DEM	Democrat	USR	United States Representative	FRA	Franklin	002		8	8	Rackleff	Bob		729
8/28/2018	DEM	Democrat	USR	United States Representative	GIL	Gilchrist	002		10	10	Rackleff	Bob		267
8/28/2018	DEM	Democrat	USR	United States Representative	GUL	Gulf	002		0	0	Rackleff	Bob		413
8/28/2018	DEM	Democrat	USR	United States Representative	HOL	Holmes	002		0	0	Rackleff	Bob		112
8/28/2018	DEM	Democrat	USR	United States Representative	JAC	Jackson	002		14	14	Rackleff	Bob		1700
8/28/2018	DEM	Democrat	USR	United States Representative	JEF	Jefferson	002		0	0	Rackleff	Bob		117
8/28/2018	DEM	Democrat	USR	United States Representative	LAF	Lafayette	002		5	5	Rackleff	Bob		158
8/28/2018	DEM	Democrat	USR	United States Representative	LEO	Leon	002		66	66	Rackleff	Bob		14161
8/28/2018	DEM	Democrat	USR	United States Representative	LEV	Levy	002		13	13	Rackleff	Bob		790
8/28/2018	DEM	Democrat	USR	United States Representative	LIB	Liberty	002		0	0	Rackleff	Bob		625
8/28/2018	DEM	Democrat	USR	United States Representative	MRN	Marion	002		21	21	Rackleff	Bob		1452
8/28/2018	DEM	Democrat	USR	United States Representative	SUW	Suwannee	002		16	16	Rackleff	Bob		828
8/28/2018	DEM	Democrat	USR	United States Representative	TAY	Taylor	002		14	14	Rackleff	Bob		991
8/28/2018	DEM	Democrat	USR	United States Representative	WAK	Wakulla	002		0	0	Rackleff	Bob		1788
8/28/2018	DEM	Democrat	USR	United States Representative	WAS	Washington	002		0	0	Rackleff	Bob		495
8/28/2018	DEM	Democrat	USR	United States Representative	ALA	Alachua	003		63	63	Gosai	Dushyant	Jethagir	1907
8/28/2018	DEM	Democrat	USR	United States Representative	BRA	Bradford	003		14	14	Gosai	Dushyant	Jethagir	105
8/28/2018	DEM	Democrat	USR	United States Representative	CLA	Clay	003		0	0	Gosai	Dushyant	Jethagir	838
8/28/2018	DEM	Democrat	USR	United States Representative	MRN	Marion	003		51	51	Gosai	Dushyant	Jethagir	681
8/28/2018	DEM	Democrat	USR	United States Representative	PUT	Putnam	003		0	0	Gosai	Dushyant	Jethagir	325
8/28/2018	DEM	Democrat	USR	United States Representative	UNI	Union	003		8	8	Gosai	Dushyant	Jethagir	27
8/28/2018	DEM	Democrat	USR	United States Representative	ALA	Alachua	003		63	63	Hayes Hinson	Yvonne		17740
8/28/2018	DEM	Democrat	USR	United States Representative	BRA	Bradford	003		14	14	Hayes Hinson	Yvonne		943
8/28/2018	DEM	Democrat	USR	United States Representative	CLA	Clay	003		0	0	Hayes Hinson	Yvonne		4918
8/28/2018	DEM	Democrat	USR	United States Representative	MRN	Marion	003		51	51	Hayes Hinson	Yvonne		5464
8/28/2018	DEM	Democrat	USR	United States Representative	PUT	Putnam	003		0	0	Hayes Hinson	Yvonne		2289
8/28/2018	DEM	Democrat	USR	United States Representative	UNI	Union	003		8	8	Hayes Hinson	Yvonne		301
8/28/2018	DEM	Democrat	USR	United States Representative	ALA	Alachua	003		63	63	Wells	Tom		9199
8/28/2018	DEM	Democrat	USR	United States Representative	BRA	Bradford	003		14	14	Wells	Tom		795
8/28/2018	DEM	Democrat	USR	United States Representative	CLA	Clay	003		0	0	Wells	Tom		2447
8/28/2018	DEM	Democrat	USR	United States Representative	MRN	Marion	003		51	51	Wells	Tom		2602
8/28/2018	DEM	Democrat	USR	United States Representative	PUT	Putnam	003		0	0	Wells	Tom		2134
8/28/2018	DEM	Democrat	USR	United States Representative	UNI	Union	003		8	8	Wells	Tom		486
8/28/2018	DEM	Democrat	USR	United States Representative	BAK	Baker	005		9	9	Brown	Alvin		585
8/28/2018	DEM	Democrat	USR	United States Representative	CLM	Columbia	005		9	9	Brown	Alvin		554
8/28/2018	DEM	Democrat	USR	United States Representative	DUV	Duval	005		106	106	Brown	Alvin		27188
8/28/2018	DEM	Democrat	USR	United States Representative	GAD	Gadsden	005		25	25	Brown	Alvin		1559
8/28/2018	DEM	Democrat	USR	United States Representative	HAM	Hamilton	005		8	8	Brown	Alvin		312
8/28/2018	DEM	Democrat	USR	United States Representative	JEF	Jefferson	005		0	0	Brown	Alvin		357
8/28/2018	DEM	Democrat	USR	United States Representative	LEO	Leon	005		89	89	Brown	Alvin		4437
8/28/2018	DEM	Democrat	USR	United States Representative	MAD	Madison	005		11	11	Brown	Alvin		592
8/28/2018	DEM	Democrat	USR	United States Representative	BAK	Baker	005		9	9	Lawson	Al		781
8/28/2018	DEM	Democrat	USR	United States Representative	CLM	Columbia	005		9	9	Lawson	Al		679
8/28/2018	DEM	Democrat	USR	United States Representative	DUV	Duval	005		106	106	Lawson	Al		17827
8/28/2018	DEM	Democrat	USR	United States Representative	GAD	Gadsden	005		25	25	Lawson	Al		8442
8/28/2018	DEM	Democrat	USR	United States Representative	HAM	Hamilton	005		8	8	Lawson	Al		835
8/28/2018	DEM	Democrat	USR	United States Representative	JEF	Jefferson	005		0	0	Lawson	Al		2133
8/28/2018	DEM	Democrat	USR	United States Representative	LEO	Leon	005		89	89	Lawson	Al		21308
8/28/2018	DEM	Democrat	USR	United States Representative	MAD	Madison	005		11	11	Lawson	Al		1985
8/28/2018	DEM	Democrat	USR	United States Representative	FLA	Flagler	006		25	25	Sevigny	Stephen		2203
8/28/2018	DEM	Democrat	USR	United States Representative	LAK	Lake	006		25	25	Sevigny	Stephen		859
8/28/2018	DEM	Democrat	USR	United States Representative	STJ	St. Johns	006		0	0	Sevigny	Stephen		413
8/28/2018	DEM	Democrat	USR	United States Representative	VOL	Volusia	006		125	125	Sevigny	Stephen		9158
8/28/2018	DEM	Democrat	USR	United States Representative	FLA	Flagler	006		25	25	Soderberg	Nancy		5063
8/28/2018	DEM	Democrat	USR	United States Representative	LAK	Lake	006		25	25	Soderberg	Nancy		3356
8/28/2018	DEM	Democrat	USR	United States Representative	STJ	St. Johns	006		0	0	Soderberg	Nancy		1720
8/28/2018	DEM	Democrat	USR	United States Representative	VOL	Volusia	006		125	125	Soderberg	Nancy		22035
8/28/2018	DEM	Democrat	USR	United States Representative	FLA	Flagler	006		25	25	Upchurch	John		1402
8/28/2018	DEM	Democrat	USR	United States Representative	LAK	Lake	006		25	25	Upchurch	John		691
8/28/2018	DEM	Democrat	USR	United States Representative	STJ	St. Johns	006		0	0	Upchurch	John		493
8/28/2018	DEM	Democrat	USR	United States Representative	VOL	Volusia	006		125	125	Upchurch	John		10502
8/28/2018	DEM	Democrat	USR	United States Representative	ORA	Orange	007		0	0	Murphy	Stephanie		21498
8/28/2018	DEM	Democrat	USR	United States Representative	SEM	Seminole	007		81	81	Murphy	Stephanie		27562
8/28/2018	DEM	Democrat	USR	United States Representative	ORA	Orange	007		0	0	Richardson	Chardo		3306
8/28/2018	DEM	Democrat	USR	United States Representative	SEM	Seminole	007		81	81	Richardson	Chardo		4540
8/28/2018	DEM	Democrat	USR	United States Representative	ORA	Orange	009		0	0	Grayson	Alan		4339
8/28/2018	DEM	Democrat	USR	United States Representative	OSC	Osceola	009		87	87	Grayson	Alan		7095
8/28/2018	DEM	Democrat	USR	United States Representative	POL	Polk	009		77	77	Grayson	Alan		7094
8/28/2018	DEM	Democrat	USR	United States Representative	ORA	Orange	009		0	0	Soto	Darren		9268
8/28/2018	DEM	Democrat	USR	United States Representative	OSC	Osceola	009		87	87	Soto	Darren		14769
8/28/2018	DEM	Democrat	USR	United States Representative	POL	Polk	009		77	77	Soto	Darren		12549
8/28/2018	DEM	Democrat	USR	United States Representative	ORA	Orange	010		0	0	Darius	Wade		24534
8/28/2018	DEM	Democrat	USR	United States Representative	ORA	Orange	010		0	0	Demings	Val		73601
8/28/2018	DEM	Democrat	USR	United States Representative	HIL	Hillsborough	012		8	8	Hunter	Chris		535
8/28/2018	DEM	Democrat	USR	United States Representative	PAS	Pasco	012		110	110	Hunter	Chris		18006
8/28/2018	DEM	Democrat	USR	United States Representative	PIN	Pinellas	012		60	60	Hunter	Chris		13230
8/28/2018	DEM	Democrat	USR	United States Representative	HIL	Hillsborough	012		8	8	Perenich	Stephen	M.	91
8/28/2018	DEM	Democrat	USR	United States Representative	PAS	Pasco	012		110	110	Perenich	Stephen	M.	5541
8/28/2018	DEM	Democrat	USR	United States Representative	PIN	Pinellas	012		60	60	Perenich	Stephen	M.	3676
8/28/2018	DEM	Democrat	USR	United States Representative	HIL	Hillsborough	012		8	8	Tager	Robert	Matthew	121
8/28/2018	DEM	Democrat	USR	United States Representative	PAS	Pasco	012		110	110	Tager	Robert	Matthew	5162
8/28/2018	DEM	Democrat	USR	United States Representative	PIN	Pinellas	012		60	60	Tager	Robert	Matthew	2321
8/28/2018	DEM	Democrat	USR	United States Representative	HIL	Hillsborough	015		109	109	Carlson	Kristen		13606
8/28/2018	DEM	Democrat	USR	United States Representative	LAK	Lake	015		20	20	Carlson	Kristen		3073
8/28/2018	DEM	Democrat	USR	United States Representative	POL	Polk	015		65	65	Carlson	Kristen		7819
8/28/2018	DEM	Democrat	USR	United States Representative	HIL	Hillsborough	015		109	109	Learned	Andrew	P.	7543
8/28/2018	DEM	Democrat	USR	United States Representative	LAK	Lake	015		20	20	Learned	Andrew	P.	1925
8/28/2018	DEM	Democrat	USR	United States Representative	POL	Polk	015		65	65	Learned	Andrew	P.	5041
8/28/2018	DEM	Democrat	USR	United States Representative	HIL	Hillsborough	015		109	109	Pena	Raymond	'Ray'	3573
8/28/2018	DEM	Democrat	USR	United States Representative	LAK	Lake	015		20	20	Pena	Raymond	'Ray'	888
8/28/2018	DEM	Democrat	USR	United States Representative	POL	Polk	015		65	65	Pena	Raymond	'Ray'	2451
8/28/2018	DEM	Democrat	USR	United States Representative	HIL	Hillsborough	016		66	66	Schneider	Jan		6789
8/28/2018	DEM	Democrat	USR	United States Representative	MAN	Manatee	016		70	70	Schneider	Jan		12824
8/28/2018	DEM	Democrat	USR	United States Representative	SAR	Sarasota	016		50	50	Schneider	Jan		9221
8/28/2018	DEM	Democrat	USR	United States Representative	HIL	Hillsborough	016		66	66	Shapiro	David		6773
8/28/2018	DEM	Democrat	USR	United States Representative	MAN	Manatee	016		70	70	Shapiro	David		13485
8/28/2018	DEM	Democrat	USR	United States Representative	SAR	Sarasota	016		50	50	Shapiro	David		14549
8/28/2018	DEM	Democrat	USR	United States Representative	CHA	Charlotte	017		67	67	Freeman	April		8514
8/28/2018	DEM	Democrat	USR	United States Representative	DES	Desoto	017		15	15	Freeman	April		1394
8/28/2018	DEM	Democrat	USR	United States Representative	GLA	Glades	017		13	13	Freeman	April		415
8/28/2018	DEM	Democrat	USR	United States Representative	HAR	Hardee	017		12	12	Freeman	April		669
8/28/2018	DEM	Democrat	USR	United States Representative	HIG	Highlands	017		25	25	Freeman	April		3362
8/28/2018	DEM	Democrat	USR	United States Representative	LEE	Lee	017		15	15	Freeman	April		2870
8/28/2018	DEM	Democrat	USR	United States Representative	OKE	Okeechobee	017		0	0	Freeman	April		1142
8/28/2018	DEM	Democrat	USR	United States Representative	POL	Polk	017		25	25	Freeman	April		3418
8/28/2018	DEM	Democrat	USR	United States Representative	SAR	Sarasota	017		51	51	Freeman	April		11626
8/28/2018	DEM	Democrat	USR	United States Representative	CHA	Charlotte	017		67	67	Pollard	Bill		2125
8/28/2018	DEM	Democrat	USR	United States Representative	DES	Desoto	017		15	15	Pollard	Bill		673
8/28/2018	DEM	Democrat	USR	United States Representative	GLA	Glades	017		13	13	Pollard	Bill		202
8/28/2018	DEM	Democrat	USR	United States Representative	HAR	Hardee	017		12	12	Pollard	Bill		277
8/28/2018	DEM	Democrat	USR	United States Representative	HIG	Highlands	017		25	25	Pollard	Bill		1648
8/28/2018	DEM	Democrat	USR	United States Representative	LEE	Lee	017		15	15	Pollard	Bill		772
8/28/2018	DEM	Democrat	USR	United States Representative	OKE	Okeechobee	017		0	0	Pollard	Bill		467
8/28/2018	DEM	Democrat	USR	United States Representative	POL	Polk	017		25	25	Pollard	Bill		1370
8/28/2018	DEM	Democrat	USR	United States Representative	SAR	Sarasota	017		51	51	Pollard	Bill		2456
8/28/2018	DEM	Democrat	USR	United States Representative	MRT	Martin	018		0	0	Baer	Lauren		6861
8/28/2018	DEM	Democrat	USR	United States Representative	PAL	Palm Beach	018		253	253	Baer	Lauren		14740
8/28/2018	DEM	Democrat	USR	United States Representative	STL	St. Lucie	018		64	64	Baer	Lauren		13427
8/28/2018	DEM	Democrat	USR	United States Representative	MRT	Martin	018		0	0	Keith	Pam		3802
8/28/2018	DEM	Democrat	USR	United States Representative	PAL	Palm Beach	018		253	253	Keith	Pam		8593
8/28/2018	DEM	Democrat	USR	United States Representative	STL	St. Lucie	018		64	64	Keith	Pam		10669
8/28/2018	DEM	Democrat	USR	United States Representative	CLL	Collier	019		35	35	Holden	David		6383
8/28/2018	DEM	Democrat	USR	United States Representative	LEE	Lee	019		113	113	Holden	David		18022
8/28/2018	DEM	Democrat	USR	United States Representative	CLL	Collier	019		35	35	Truax	Todd	James	1907
8/28/2018	DEM	Democrat	USR	United States Representative	LEE	Lee	019		113	113	Truax	Todd	James	9610
8/28/2018	DEM	Democrat	USR	United States Representative	BRO	Broward	020		150	150	Cherfilus-McCormick	Sheila		13029
8/28/2018	DEM	Democrat	USR	United States Representative	PAL	Palm Beach	020		146	146	Cherfilus-McCormick	Sheila		5668
8/28/2018	DEM	Democrat	USR	United States Representative	BRO	Broward	020		150	150	Hastings	Alcee	L.	38501
8/28/2018	DEM	Democrat	USR	United States Representative	PAL	Palm Beach	020		146	146	Hastings	Alcee	L.	14127
8/28/2018	DEM	Democrat	USR	United States Representative	BRO	Broward	022		212	212	Deutch	Ted		43407
8/28/2018	DEM	Democrat	USR	United States Representative	PAL	Palm Beach	022		59	59	Deutch	Ted		10829
8/28/2018	DEM	Democrat	USR	United States Representative	BRO	Broward	022		212	212	Fandl	Jeff		7380
8/28/2018	DEM	Democrat	USR	United States Representative	PAL	Palm Beach	022		59	59	Fandl	Jeff		1061
8/28/2018	DEM	Democrat	USR	United States Representative	BRO	Broward	024		33	33	De La Fuente	Ricardo		2232
8/28/2018	DEM	Democrat	USR	United States Representative	DAD	Miami-Dade	024		0	0	De La Fuente	Ricardo		10692
8/28/2018	DEM	Democrat	USR	United States Representative	BRO	Broward	024		33	33	Wilson	Frederica	S.	6202
8/28/2018	DEM	Democrat	USR	United States Representative	DAD	Miami-Dade	024		0	0	Wilson	Frederica	S.	60000
8/28/2018	DEM	Democrat	USR	United States Representative	DAD	Miami-Dade	026		0	0	Grimes	Demetries	Andrew	9960
8/28/2018	DEM	Democrat	USR	United States Representative	MON	Monroe	026		33	33	Grimes	Demetries	Andrew	2138
8/28/2018	DEM	Democrat	USR	United States Representative	DAD	Miami-Dade	026		0	0	Mucarsel-Powell	Debbie		15952
8/28/2018	DEM	Democrat	USR	United States Representative	MON	Monroe	026		33	33	Mucarsel-Powell	Debbie		5050
8/28/2018	DEM	Democrat	USR	United States Representative	DAD	Miami-Dade	027		0	0	Gonzalez	Kristen	Rosen	7783
8/28/2018	DEM	Democrat	USR	United States Representative	DAD	Miami-Dade	027		0	0	Haggman	Matt		7511
8/28/2018	DEM	Democrat	USR	United States Representative	DAD	Miami-Dade	027		0	0	Hepburn	Michael	A.	2723
8/28/2018	DEM	Democrat	USR	United States Representative	DAD	Miami-Dade	027		0	0	Richardson	David		12192
8/28/2018	DEM	Democrat	USR	United States Representative	DAD	Miami-Dade	027		0	0	Shalala	Donna		14158
8/28/2018	DEM	Democrat	GOV	Governor	ALA	Alachua			63	63	Gillum	Andrew		14347
8/28/2018	DEM	Democrat	GOV	Governor	BAK	Baker			9	9	Gillum	Andrew		372
8/28/2018	DEM	Democrat	GOV	Governor	BAY	Bay			44	44	Gillum	Andrew		2051
8/28/2018	DEM	Democrat	GOV	Governor	BRA	Bradford			14	14	Gillum	Andrew		595
8/28/2018	DEM	Democrat	GOV	Governor	BRE	Brevard			174	174	Gillum	Andrew		14534
8/28/2018	DEM	Democrat	GOV	Governor	BRO	Broward			577	577	Gillum	Andrew		68864
8/28/2018	DEM	Democrat	GOV	Governor	CAL	Calhoun			11	11	Gillum	Andrew		222
8/28/2018	DEM	Democrat	GOV	Governor	CHA	Charlotte			67	67	Gillum	Andrew		1540
8/28/2018	DEM	Democrat	GOV	Governor	CIT	Citrus			0	0	Gillum	Andrew		1786
8/28/2018	DEM	Democrat	GOV	Governor	CLA	Clay			0	0	Gillum	Andrew		3448
8/28/2018	DEM	Democrat	GOV	Governor	CLL	Collier			59	59	Gillum	Andrew		3112
8/28/2018	DEM	Democrat	GOV	Governor	CLM	Columbia			22	22	Gillum	Andrew		1465
8/28/2018	DEM	Democrat	GOV	Governor	DES	Desoto			15	15	Gillum	Andrew		526
8/28/2018	DEM	Democrat	GOV	Governor	DIX	Dixie			10	10	Gillum	Andrew		145
8/28/2018	DEM	Democrat	GOV	Governor	DUV	Duval			199	199	Gillum	Andrew		40533
8/28/2018	DEM	Democrat	GOV	Governor	ESC	Escambia			0	0	Gillum	Andrew		10580
8/28/2018	DEM	Democrat	GOV	Governor	FLA	Flagler			25	25	Gillum	Andrew		2277
8/28/2018	DEM	Democrat	GOV	Governor	FRA	Franklin			8	8	Gillum	Andrew		463
8/28/2018	DEM	Democrat	GOV	Governor	GAD	Gadsden			25	25	Gillum	Andrew		6312
8/28/2018	DEM	Democrat	GOV	Governor	GIL	Gilchrist			10	10	Gillum	Andrew		162
8/28/2018	DEM	Democrat	GOV	Governor	GLA	Glades			13	13	Gillum	Andrew		117
8/28/2018	DEM	Democrat	GOV	Governor	GUL	Gulf			0	0	Gillum	Andrew		304
8/28/2018	DEM	Democrat	GOV	Governor	HAM	Hamilton			8	8	Gillum	Andrew		510
8/28/2018	DEM	Democrat	GOV	Governor	HAR	Hardee			12	12	Gillum	Andrew		257
8/28/2018	DEM	Democrat	GOV	Governor	HEN	Hendry			10	10	Gillum	Andrew		671
8/28/2018	DEM	Democrat	GOV	Governor	HER	Hernando			64	64	Gillum	Andrew		2614
8/28/2018	DEM	Democrat	GOV	Governor	HIG	Highlands			25	25	Gillum	Andrew		1248
8/28/2018	DEM	Democrat	GOV	Governor	HIL	Hillsborough			390	390	Gillum	Andrew		40267
8/28/2018	DEM	Democrat	GOV	Governor	HOL	Holmes			0	0	Gillum	Andrew		100
8/28/2018	DEM	Democrat	GOV	Governor	IND	Indian River			36	36	Gillum	Andrew		2648
8/28/2018	DEM	Democrat	GOV	Governor	JAC	Jackson			14	14	Gillum	Andrew		1353
8/28/2018	DEM	Democrat	GOV	Governor	JEF	Jefferson			0	0	Gillum	Andrew		1391
8/28/2018	DEM	Democrat	GOV	Governor	LAF	Lafayette			5	5	Gillum	Andrew		95
8/28/2018	DEM	Democrat	GOV	Governor	LAK	Lake			102	102	Gillum	Andrew		5649
8/28/2018	DEM	Democrat	GOV	Governor	LEE	Lee			127	127	Gillum	Andrew		7253
8/28/2018	DEM	Democrat	GOV	Governor	LEO	Leon			155	155	Gillum	Andrew		22111
8/28/2018	DEM	Democrat	GOV	Governor	LEV	Levy			13	13	Gillum	Andrew		754
8/28/2018	DEM	Democrat	GOV	Governor	LIB	Liberty			0	0	Gillum	Andrew		235
8/28/2018	DEM	Democrat	GOV	Governor	MAD	Madison			11	11	Gillum	Andrew		1274
8/28/2018	DEM	Democrat	GOV	Governor	MAN	Manatee			70	70	Gillum	Andrew		7498
8/28/2018	DEM	Democrat	GOV	Governor	MRN	Marion			125	125	Gillum	Andrew		7212
8/28/2018	DEM	Democrat	GOV	Governor	MRT	Martin			0	0	Gillum	Andrew		2171
8/28/2018	DEM	Democrat	GOV	Governor	DAD	Miami-Dade			0	0	Gillum	Andrew		57688
8/28/2018	DEM	Democrat	GOV	Governor	MON	Monroe			33	33	Gillum	Andrew		1610
8/28/2018	DEM	Democrat	GOV	Governor	NAS	Nassau			0	0	Gillum	Andrew		1308
8/28/2018	DEM	Democrat	GOV	Governor	OKA	Okaloosa			52	52	Gillum	Andrew		2503
8/28/2018	DEM	Democrat	GOV	Governor	OKE	Okeechobee			0	0	Gillum	Andrew		325
8/28/2018	DEM	Democrat	GOV	Governor	ORA	Orange			0	0	Gillum	Andrew		39960
8/28/2018	DEM	Democrat	GOV	Governor	OSC	Osceola			87	87	Gillum	Andrew		5474
8/28/2018	DEM	Democrat	GOV	Governor	PAL	Palm Beach			871	871	Gillum	Andrew		37535
8/28/2018	DEM	Democrat	GOV	Governor	PAS	Pasco			110	110	Gillum	Andrew		7748
8/28/2018	DEM	Democrat	GOV	Governor	PIN	Pinellas			299	299	Gillum	Andrew		23467
8/28/2018	DEM	Democrat	GOV	Governor	POL	Polk			167	167	Gillum	Andrew		13448
8/28/2018	DEM	Democrat	GOV	Governor	PUT	Putnam			0	0	Gillum	Andrew		1413
8/28/2018	DEM	Democrat	GOV	Governor	SAN	Santa Rosa			0	0	Gillum	Andrew		1935
8/28/2018	DEM	Democrat	GOV	Governor	SAR	Sarasota			101	101	Gillum	Andrew		8500
8/28/2018	DEM	Democrat	GOV	Governor	SEM	Seminole			81	81	Gillum	Andrew		11723
