State Legislative District,Office,Party,Candidate,Votes
House 32,U.S. Senate,LIB,Neal M. Dikeman,440
House 32,U.S. Senate,REP,Ted Cruz,27374
House 33,U.S. Senate,,OVER VOTES,8
House 33,U.S. Senate,,UNDER VOTES,230
House 33,U.S. Senate,DEM,Beto O'Rourke,32503
House 33,U.S. Senate,LIB,Neal M. Dikeman,685
House 33,U.S. Senate,REP,Ted Cruz,51929
House 34,U.S. Senate,,Over Votes,0
House 34,U.S. Senate,,Under Votes,396
House 34,U.S. Senate,DEM,Beto O'Rourke,22701
House 34,U.S. Senate,LIB,Neal M. Dikeman,279
House 34,U.S. Senate,REP,Ted Cruz,18582
House 35,U.S. Senate,,Over Votes,10
House 35,U.S. Senate,,Under Votes,377
House 35,U.S. Senate,DEM,Beto O'Rourke,20587
House 35,U.S. Senate,LIB,Neal M. Dikeman,199
House 35,U.S. Senate,REP,Ted Cruz,11693
House 36,U.S. Senate,,Over Votes,2
House 36,U.S. Senate,,Under Votes,337
House 36,U.S. Senate,DEM,Beto O'Rourke,23010
House 36,U.S. Senate,LIB,Neal M. Dikeman,172
House 36,U.S. Senate,REP,Ted Cruz,8471
House 37,U.S. Senate,,Over Votes,8
House 37,U.S. Senate,,Under Votes,751
House 37,U.S. Senate,DEM,Beto O'Rourke,18841
House 37,U.S. Senate,LIB,Neal M. Dikeman,218
House 37,U.S. Senate,REP,Ted Cruz,9312
House 38,U.S. Senate,,Over Votes,12
House 38,U.S. Senate,,Under Votes,489
House 38,U.S. Senate,DEM,Beto O'Rourke,21849
House 38,U.S. Senate,LIB,Neal M. Dikeman,243
House 38,U.S. Senate,REP,Ted Cruz,12104
House 39,U.S. Senate,,Over Votes,0
House 39,U.S. Senate,,Under Votes,388
House 39,U.S. Senate,DEM,Beto O'Rourke,22415
House 39,U.S. Senate,LIB,Neal M. Dikeman,176
House 39,U.S. Senate,REP,Ted Cruz,9598
House 40,U.S. Senate,,Over Votes,0
House 40,U.S. Senate,,Under Votes,272
House 40,U.S. Senate,DEM,Beto O'Rourke,21331
House 40,U.S. Senate,LIB,Neal M. Dikeman,161
House 40,U.S. Senate,REP,Ted Cruz,8519
House 41,U.S. Senate,,Over Votes,0
House 41,U.S. Senate,,Under Votes,249
House 41,U.S. Senate,DEM,Beto O'Rourke,25153
House 41,U.S. Senate,LIB,Neal M. Dikeman,233
House 41,U.S. Senate,REP,Ted Cruz,15382
House 42,U.S. Senate,DEM,Beto O'Rourke,24535
House 42,U.S. Senate,LIB,Neal M. Dikeman,268
House 42,U.S. Senate,REP,Ted Cruz,9813
House 43,U.S. Senate,,Over Votes,1
House 43,U.S. Senate,,Under Votes,135
House 43,U.S. Senate,DEM,Beto O'Rourke,19375
House 43,U.S. Senate,LIB,Neal M. Dikeman,277
House 43,U.S. Senate,REP,Ted Cruz,24278
House 44,U.S. Senate,,Under Votes,201
House 44,U.S. Senate,DEM,Beto O'Rourke,24646
House 44,U.S. Senate,LIB,Neal M. Dikeman,681
House 44,U.S. Senate,REP,Ted Cruz,46963
House 45,U.S. Senate,Beto O'Rourke,DEM,1567
House 45,U.S. Senate,DEM,Beto O'Rourke,45584
House 45,U.S. Senate,LIB,Neal M Dikeman,854
House 45,U.S. Senate,Neal M. Dikeman,LIB,57
House 45,U.S. Senate,REP,Ted Cruz,33308
House 45,U.S. Senate,Ted Cruz,REP,4180
House 46,U.S. Senate,DEM,Beto O'Rourke,49245
House 46,U.S. Senate,LIB,Neal M. Dikeman,554
House 46,U.S. Senate,REP,Ted Cruz,8293
House 47,U.S. Senate,DEM,Beto O'Rourke,58998
House 47,U.S. Senate,LIB,Neal M. Dikeman,1150
House 47,U.S. Senate,REP,Ted Cruz,47379
House 48,U.S. Senate,DEM,Beto O'Rourke,67394
House 48,U.S. Senate,LIB,Neal M. Dikeman,1015
House 48,U.S. Senate,REP,Ted Cruz,23576
House 49,U.S. Senate,DEM,Beto O'Rourke,81344
House 49,U.S. Senate,LIB,Neal M. Dikeman,1003
House 49,U.S. Senate,REP,Ted Cruz,13747
House 50,U.S. Senate,DEM,Beto O'Rourke,51868
House 50,U.S. Senate,LIB,Neal M. Dikeman,897
House 50,U.S. Senate,REP,Ted Cruz,19493
House 51,U.S. Senate,DEM,Beto O'Rourke,50923
House 51,U.S. Senate,LIB,Neal M. Dikeman,535
House 51,U.S. Senate,REP,Ted Cruz,6790
House 52,U.S. Senate,,Over Votes,0
House 52,U.S. Senate,,Under Votes,392
House 52,U.S. Senate,DEM,Beto O'Rourke,40476
House 52,U.S. Senate,LIB,Neal M. Dikeman,853
House 52,U.S. Senate,REP,Ted Cruz,31334
House 53,U.S. Senate,,OVER VOTES,1
House 53,U.S. Senate,,Over Votes,0
House 53,U.S. Senate,,UNDER VOTES,11
House 53,U.S. Senate,,Under Votes,276
House 53,U.S. Senate,DEM,Beto O'Rourke,20646
House 53,U.S. Senate,LIB,Neal M Dikeman,7
House 53,U.S. Senate,LIB,Neal M. Dikeman,682
House 53,U.S. Senate,REP,Ted Cruz,63219
House 54,U.S. Senate,,Over Votes,0
House 54,U.S. Senate,,Under Votes,184
House 54,U.S. Senate,DEM,Beto O'Rourke,23860
House 54,U.S. Senate,LIB,Neal M. Dikeman,443
House 54,U.S. Senate,REP,Ted Cruz,24425
House 55,U.S. Senate,,Over Votes,1
House 55,U.S. Senate,,Under Votes,143
House 55,U.S. Senate,DEM,Beto O'Rourke,16126
House 55,U.S. Senate,LIB,Neal M. Dikeman,345
House 55,U.S. Senate,REP,Ted Cruz,28848
House 56,U.S. Senate,,Over Votes,1
House 56,U.S. Senate,,Under Votes,660
House 56,U.S. Senate,DEM,Beto O'Rourke,20519
House 56,U.S. Senate,LIB,Neal M. Dikeman,438
House 56,U.S. Senate,REP,Ted Cruz,37075
House 57,U.S. Senate,,OVER VOTES,0
House 57,U.S. Senate,,UNDER VOTES,133
House 57,U.S. Senate,DEM,Beto O'Rourke,12269
House 57,U.S. Senate,LIB,Neal M. Dikeman,277
House 57,U.S. Senate,REP,Ted Cruz,39874
House 58,U.S. Senate,DEM,Beto O'Rourke,13785
House 58,U.S. Senate,LIB,Neal M Dikeman,63
House 58,U.S. Senate,LIB,Neal M. Dikeman,454
House 58,U.S. Senate,REP,Ted Cruz,45289
House 59,U.S. Senate,,Beto O'Rourke,400
House 59,U.S. Senate,,Neal M Dikeman,26
House 59,U.S. Senate,,Over Votes,0
House 59,U.S. Senate,,Ted Cruz,2244
House 59,U.S. Senate,,Under Votes,265
House 59,U.S. Senate,DEM,Beto O'Rourke,10009
House 59,U.S. Senate,LIB,Neal M. Dikeman,359
House 59,U.S. Senate,REP,Ted Cruz,33834
House 60,U.S. Senate,,Cast Votes,18860
House 60,U.S. Senate,,Overvotes,0
House 60,U.S. Senate,,Undervotes,108
House 60,U.S. Senate,DEM,Beto O'Rourke,12252
House 60,U.S. Senate,LIB,Neal Dikeman,16
House 60,U.S. Senate,LIB,Neal M. Dikeman,443
House 60,U.S. Senate,REP,Ted Cruz,61885
House 61,U.S. Senate,,Over Votes,0
House 61,U.S. Senate,,Under Votes,1015
House 61,U.S. Senate,DEM,Beto O'Rourke,13871
House 61,U.S. Senate,LIB,Neal M. Dikeman,647
House 61,U.S. Senate,REP,Ted Cruz,63094
House 62,U.S. Senate,,Beto O'Rourke,354
House 62,U.S. Senate,,Neal M. Dikeman,16
House 62,U.S. Senate,,Over Votes,0
House 62,U.S. Senate,,Ted Cruz,1562
House 62,U.S. Senate,,Under Votes,24
House 62,U.S. Senate,DEM,BETO O'ROURKE,2107
House 62,U.S. Senate,DEM,Beto O'Rourke,11157
House 62,U.S. Senate,LIB,NEAL M. DIKEMAN,74
House 62,U.S. Senate,LIB,Neal M Dikeman,332
House 62,U.S. Senate,REP,Over Votes,1
House 62,U.S. Senate,REP,TED CRUZ,8569
House 62,U.S. Senate,REP,Ted Cruz,31655
House 62,U.S. Senate,REP,Under Votes,96
House 63,U.S. Senate,,Over Votes,7
House 63,U.S. Senate,,Under Votes,103
House 63,U.S. Senate,DEM,Beto O'Rourke,29766
House 63,U.S. Senate,LIB,Neal M. Dikeman,622
House 63,U.S. Senate,REP,Ted Cruz,50383
House 64,U.S. Senate,,Over Votes,9
House 64,U.S. Senate,,Under Votes,130
House 64,U.S. Senate,DEM,Beto O'Rourke,34873
House 64,U.S. Senate,LIB,Neal M. Dikeman,605
House 64,U.S. Senate,REP,Ted Cruz,34521
House 65,U.S. Senate,,Over Votes,5
House 65,U.S. Senate,,Under Votes,89
House 65,U.S. Senate,DEM,Beto O'Rourke,32337
House 65,U.S. Senate,LIB,Neal M. Dikeman,516
House 65,U.S. Senate,REP,Ted Cruz,26915
House 66,U.S. Senate,,OVER VOTES,5
House 66,U.S. Senate,,UNDER VOTES,185
House 66,U.S. Senate,DEM,Beto O'Rourke,36763
House 66,U.S. Senate,LIB,Neal M. Dikeman,479
House 66,U.S. Senate,REP,Ted Cruz,32760
House 67,U.S. Senate,,OVER VOTES,8
House 67,U.S. Senate,,UNDER VOTES,222
House 67,U.S. Senate,DEM,Beto O'Rourke,39170
House 67,U.S. Senate,LIB,Neal M. Dikeman,666
House 67,U.S. Senate,REP,Ted Cruz,35053
House 68,U.S. Senate,,Beto O'Rourke,246
House 68,U.S. Senate,,Neal M Dikeman,6
House 68,U.S. Senate,,OVER VOTES,0
House 68,U.S. Senate,,Over Votes,0
House 68,U.S. Senate,,Ted Cruz,657
House 68,U.S. Senate,,UNDER VOTES,25
House 68,U.S. Senate,,Under Votes,43
House 68,U.S. Senate,DEM,Beto O' Rourke,2545
House 68,U.S. Senate,DEM,Beto O'Rourke,5055
House 68,U.S. Senate,Dem,Beto O'Rourke,340
House 68,U.S. Senate,LIB,Neal M. Dikeman,344
House 68,U.S. Senate,Lib,Neal M. Dikeman,15
House 68,U.S. Senate,REP,Over Votes,0
House 68,U.S. Senate,REP,Ted Cruz,41500
House 68,U.S. Senate,REP,Under Votes,10
House 68,U.S. Senate,Rep,Ted Cruz,1139
House 69,U.S. Senate,,Beto O'Rourke,113
House 69,U.S. Senate,,Neal M. Dikeman,1
House 69,U.S. Senate,,OVER VOTES,2
House 69,U.S. Senate,,Over Votes,3
House 69,U.S. Senate,,Ted Cruz,321
House 69,U.S. Senate,,UNDER VOTES,38
House 69,U.S. Senate,,Under Votes,387
House 69,U.S. Senate,DEM,Beto O'Rourke,11279
House 69,U.S. Senate,LIB,Neal M. Dikeman,366
House 69,U.S. Senate,REP,Ted Cruz,32493
House 70,U.S. Senate,,OVER VOTES,7
House 70,U.S. Senate,,UNDER VOTES,246
House 70,U.S. Senate,DEM,Beto O'Rourke,35360
House 70,U.S. Senate,LIB,Neal M. Dikeman,735
House 70,U.S. Senate,REP,Ted Cruz,51418
House 71,U.S. Senate,,OVER VOTES,0
House 71,U.S. Senate,,Over Votes,0
House 71,U.S. Senate,,UNDER VOTES,30
House 71,U.S. Senate,,Under Votes,434
House 71,U.S. Senate,DEM,Beto O'Rourke,12249
House 71,U.S. Senate,LIB,Neal M. Dikeman,420
House 71,U.S. Senate,REP,Ted Cruz,37046
House 72,U.S. Senate,,Cast Votes,960
House 72,U.S. Senate,,Neal M Dikeman,0
House 72,U.S. Senate,,Over Votes,1
House 72,U.S. Senate,,Overvotes,0
House 72,U.S. Senate,,Under Votes,401
House 72,U.S. Senate,,Undervotes,12
House 72,U.S. Senate,DEM,Beto O'Rourke,12685
House 72,U.S. Senate,DEM,Ted Cruz,884
House 72,U.S. Senate,LIB,Beto O'Rourke,96
House 72,U.S. Senate,LIB,Neal M. Dikeman,469
House 72,U.S. Senate,REP,Ted Cruz,36530
House 73,U.S. Senate,,OVER VOTES,0
House 73,U.S. Senate,,UNDER VOTES,63
House 73,U.S. Senate,DEM,Beto O'Rourke,21850
House 73,U.S. Senate,LIB,Neal M. Dikeman,784
House 73,U.S. Senate,REP,Ted Cruz,62592
House 74,U.S. Senate,DEM,Beto O'Rourke,21485
House 74,U.S. Senate,LIB,Neal M Dikeman,35
House 74,U.S. Senate,LIB,Neal M. Dikeman,347
House 74,U.S. Senate,REP,Ted Cruz,16549
House 80,U.S. Senate,,Over Votes,0
House 80,U.S. Senate,,Under Votes,82
House 80,U.S. Senate,DEM,Beto O'Rourke,21911
House 80,U.S. Senate,LIB,Neal M Dikeman,15
House 80,U.S. Senate,LIB,Neal M. Dikeman,249
House 80,U.S. Senate,REP,Ted Cruz,12234
House 81,U.S. Senate,,Over Votes,1
House 81,U.S. Senate,,Under Votes,569
House 81,U.S. Senate,DEM,Beto O'Rourke,11109
House 81,U.S. Senate,LIB,Neal M Dikeman,18
House 81,U.S. Senate,LIB,Neal M. Dikeman,283
House 81,U.S. Senate,REP,Ted Cruz,27553
House 82,U.S. Senate,DEM,Beto O'Rourke,11159
House 82,U.S. Senate,LIB,Neal M Dikeman,20
House 82,U.S. Senate,LIB,Neal M. Dikeman,385
House 82,U.S. Senate,REP,Ted Cruz,38048
House 83,U.S. Senate,,OVER VOTES,0
House 83,U.S. Senate,,Over Votes,0
House 83,U.S. Senate,,UNDER VOTES,40
House 83,U.S. Senate,,Under Votes,190
House 83,U.S. Senate,DEM,Beto O'Rourke,13594
House 83,U.S. Senate,LIB,Neal M Dikeman,6
House 83,U.S. Senate,LIB,Neal M. Dikeman,384
House 83,U.S. Senate,REP,Ted Cruz,42711
House 84,U.S. Senate,,Over Votes,0
House 84,U.S. Senate,,Under Votes,244
House 84,U.S. Senate,DEM,Beto O'Rourke,20297
House 84,U.S. Senate,LIB,Neal M. Dikeman,387
House 84,U.S. Senate,REP,Ted Cruz,26365
House 85,U.S. Senate,,Over Votes,0
House 85,U.S. Senate,,Under Votes,369
House 85,U.S. Senate,DEM,Beto O'Rourke,25678
House 85,U.S. Senate,LIB,Neal M Dikeman,72
House 85,U.S. Senate,LIB,Neal M. Dikeman,281
House 85,U.S. Senate,REP,Ted Cruz,31440
House 86,U.S. Senate,,Beto O'Rourke,1067
House 86,U.S. Senate,,Neal M. Dikeman,28
House 86,U.S. Senate,,OVER VOTES,0
House 86,U.S. Senate,,Ted Cruz,2680
House 86,U.S. Senate,,UNDER VOTES,11
House 86,U.S. Senate,DEM,Beto O'Rourke,10429
House 86,U.S. Senate,LIB,Neal M. Dikeman,387
House 86,U.S. Senate,REP,Ted Cruz,43990
House 87,U.S. Senate,,OVER VOTES,0
House 87,U.S. Senate,,Over Votes,0
House 87,U.S. Senate,,UNDER VOTES,15
House 87,U.S. Senate,,Under Votes,101
House 87,U.S. Senate,DEM,Beto O'Rourke,9306
House 87,U.S. Senate,LIB,Neal M Dikeman,22
House 87,U.S. Senate,LIB,Neal M. Dikeman,274
House 87,U.S. Senate,REP,Ted Cruz,27983
House 88,U.S. Senate,,OVER VOTES,0
House 88,U.S. Senate,,Over Votes,0
House 88,U.S. Senate,,UNDER VOTES,64
House 88,U.S. Senate,,Under Votes,120
House 88,U.S. Senate,DEM,BETO O'ROURKE,405
House 88,U.S. Senate,DEM,Beta O'Rourke,82
House 88,U.S. Senate,DEM,Beto O'Rourke,6659
House 88,U.S. Senate,L18,Neal M. Dikeman,1
House 88,U.S. Senate,LIB,NEAL M. DIKEMAN,7
House 88,U.S. Senate,LIB,Neal M. Dikeman,276
House 88,U.S. Senate,LIB,Neal M. Dikerman,10
House 88,U.S. Senate,OEM,Seto O'Rourke,50
House 88,U.S. Senate,OEM . .,Beto O'Rourke,1
House 88,U.S. Senate,REP,Over Votes,1
House 88,U.S. Senate,REP,TED CRUZ,1204
House 88,U.S. Senate,REP,Ted Cruz,32569
House 88,U.S. Senate,REP,Under Votes,42
House 89,U.S. Senate,,OVER VOTES,5
House 89,U.S. Senate,,UNDER VOTES,236
House 89,U.S. Senate,DEM,Beto O'Rourke,33531
House 89,U.S. Senate,LIB,Neal M. Dikeman,691
House 89,U.S. Senate,REP,Ted Cruz,42855
House 90,U.S. Senate,,Over Votes,2
House 90,U.S. Senate,,Under Votes,296
House 90,U.S. Senate,DEM,Beto O'Rourke,20601
House 90,U.S. Senate,LIB,Neal M. Dikeman,154
House 90,U.S. Senate,REP,Ted Cruz,5160
House 91,U.S. Senate,,Over Votes,4
House 91,U.S. Senate,,Under Votes,423
House 91,U.S. Senate,DEM,Beto O'Rourke,22024
House 91,U.S. Senate,LIB,Neal M. Dikeman,541
House 91,U.S. Senate,REP,Ted Cruz,33060
House 92,U.S. Senate,,Over Votes,3
House 92,U.S. Senate,,Under Votes,425
House 92,U.S. Senate,DEM,Beto O'Rourke,29211
House 92,U.S. Senate,LIB,Neal M. Dikeman,555
House 92,U.S. Senate,REP,Ted Cruz,30738
House 93,U.S. Senate,,Over Votes,4
House 93,U.S. Senate,,Under Votes,350
House 93,U.S. Senate,DEM,Beto O'Rourke,28148
House 93,U.S. Senate,LIB,Neal M. Dikeman,490
House 93,U.S. Senate,REP,Ted Cruz,29731
House 94,U.S. Senate,,Over Votes,1
House 94,U.S. Senate,,Under Votes,504
House 94,U.S. Senate,DEM,Beto O'Rourke,30156
House 94,U.S. Senate,LIB,Neal M. Dikeman,598
House 94,U.S. Senate,REP,Ted Cruz,32200
House 95,U.S. Senate,,Over Votes,3
House 95,U.S. Senate,,Under Votes,465
House 95,U.S. Senate,DEM,Beto O'Rourke,33574
House 95,U.S. Senate,LIB,Neal M. Dikeman,288
House 95,U.S. Senate,REP,Ted Cruz,9680
House 96,U.S. Senate,,Over Votes,0
House 96,U.S. Senate,,Under Votes,447
House 96,U.S. Senate,DEM,Beto O'Rourke,32265
House 96,U.S. Senate,LIB,Neal M. Dikeman,505
House 96,U.S. Senate,REP,Ted Cruz,32356
House 97,U.S. Senate,,Over Votes,2
House 97,U.S. Senate,,Under Votes,480
House 97,U.S. Senate,DEM,Beto O'Rourke,32714
House 97,U.S. Senate,LIB,Neal M. Dikeman,561
House 97,U.S. Senate,REP,Ted Cruz,34095
House 98,U.S. Senate,,Over Votes,0
House 98,U.S. Senate,,Under Votes,478
House 98,U.S. Senate,DEM,Beto O'Rourke,29983
House 98,U.S. Senate,LIB,Neal M. Dikeman,671
House 98,U.S. Senate,REP,Ted Cruz,53949
House 99,U.S. Senate,,Over Votes,1
House 99,U.S. Senate,,Under Votes,452
House 99,U.S. Senate,DEM,Beto O'Rourke,23883
House 99,U.S. Senate,LIB,Neal M. Dikeman,563
House 99,U.S. Senate,REP,Ted Cruz,35808
House 100,U.S. Senate,,Over Votes,11
House 100,U.S. Senate,,Under Votes,215
House 100,U.S. Senate,DEM,Beto O'Rourke,33743
House 100,U.S. Senate,LIB,Neal M. Dikeman,274
House 100,U.S. Senate,REP,Ted Cruz,7723
House 101,U.S. Senate,,Over Votes,5
House 101,U.S. Senate,,Under Votes,348
House 101,U.S. Senate,DEM,Beto O'Rourke,30938
House 101,U.S. Senate,LIB,Neal M. Dikeman,282
House 101,U.S. Senate,REP,Ted Cruz,12412
House 102,U.S. Senate,,Over Votes,3
House 102,U.S. Senate,,Under Votes,328
House 102,U.S. Senate,DEM,Beto O'Rourke,33684
House 102,U.S. Senate,LIB,Neal M. Dikeman,539
House 102,U.S. Senate,REP,Ted Cruz,23376
House 103,U.S. Senate,,Over Votes,9
House 103,U.S. Senate,,Under Votes,181
House 103,U.S. Senate,DEM,Beto O'Rourke,31378
House 103,U.S. Senate,LIB,Neal M. Dikeman,222
House 103,U.S. Senate,REP,Ted Cruz,7775
House 104,U.S. Senate,,Over Votes,6
House 104,U.S. Senate,,Under Votes,177
House 104,U.S. Senate,DEM,Beto O'Rourke,25876
House 104,U.S. Senate,LIB,Neal M. Dikeman,198
House 104,U.S. Senate,REP,Ted Cruz,5914
House 105,U.S. Senate,,Over Votes,7
House 105,U.S. Senate,,Under Votes,230
House 105,U.S. Senate,DEM,Beto O'Rourke,26789
House 105,U.S. Senate,LIB,Neal M. Dikeman,348
House 105,U.S. Senate,REP,Ted Cruz,18503
House 106,U.S. Senate,,Over Votes,5
House 106,U.S. Senate,,Under Votes,125
House 106,U.S. Senate,DEM,Beto O'Rourke,37673
House 106,U.S. Senate,LIB,Neal M. Dikeman,666
House 106,U.S. Senate,REP,Ted Cruz,46925
House 107,U.S. Senate,,Over Votes,3
House 107,U.S. Senate,,Under Votes,267
House 107,U.S. Senate,DEM,Beto O'Rourke,30558
House 107,U.S. Senate,LIB,Neal M. Dikeman,421
House 107,U.S. Senate,REP,Ted Cruz,20761
House 108,U.S. Senate,,Over Votes,2
House 108,U.S. Senate,,Under Votes,349
House 108,U.S. Senate,DEM,Beto O'Rourke,46363
House 108,U.S. Senate,LIB,Neal M. Dikeman,689
House 108,U.S. Senate,REP,Ted Cruz,34073
House 109,U.S. Senate,,Over Votes,8
House 109,U.S. Senate,,Under Votes,265
House 109,U.S. Senate,DEM,Beto O'Rourke,51383
House 109,U.S. Senate,LIB,Neal M. Dikeman,300
House 109,U.S. Senate,REP,Ted Cruz,9554
House 110,U.S. Senate,,Over Votes,5
House 110,U.S. Senate,,Under Votes,214
House 110,U.S. Senate,DEM,Beto O'Rourke,27158
House 110,U.S. Senate,LIB,Neal M. Dikeman,165
House 110,U.S. Senate,REP,Ted Cruz,3447
House 111,U.S. Senate,,Over Votes,6
House 111,U.S. Senate,,Under Votes,263
House 111,U.S. Senate,DEM,Beto O'Rourke,43537
House 111,U.S. Senate,LIB,Neal M. Dikeman,320
House 111,U.S. Senate,REP,Ted Cruz,10531
House 112,U.S. Senate,,Over Votes,2
House 112,U.S. Senate,,Under Votes,273
House 112,U.S. Senate,DEM,Beto O'Rourke,29284
House 112,U.S. Senate,LIB,Neal M. Dikeman,434
House 112,U.S. Senate,REP,Ted Cruz,24100
House 113,U.S. Senate,,Over Votes,6
House 113,U.S. Senate,,Under Votes,233
House 113,U.S. Senate,DEM,Beto O'Rourke,29606
House 113,U.S. Senate,LIB,Neal M. Dikeman,388
House 113,U.S. Senate,REP,Ted Cruz,23355
House 114,U.S. Senate,,Over Votes,4
House 114,U.S. Senate,,Under Votes,356
House 114,U.S. Senate,DEM,Beto O'Rourke,38537
House 114,U.S. Senate,LIB,Neal M. Dikeman,559
House 114,U.S. Senate,REP,Ted Cruz,28430
House 115,U.S. Senate,,Over Votes,2
House 115,U.S. Senate,,Under Votes,269
House 115,U.S. Senate,DEM,Beto O'Rourke,33499
House 115,U.S. Senate,LIB,Neal M. Dikeman,511
House 115,U.S. Senate,REP,Ted Cruz,23584
House 116,U.S. Senate,,OVER VOTES,0
House 116,U.S. Senate,,UNDER VOTES,161
House 116,U.S. Senate,DEM,Beto O'Rourke,33424
House 116,U.S. Senate,LIB,Neal Dikeman,425
House 116,U.S. Senate,REP,Ted Cruz,13409
House 117,U.S. Senate,,OVER VOTES,0
House 117,U.S. Senate,,UNDER VOTES,196
House 117,U.S. Senate,DEM,Beto O'Rourke,34047
House 117,U.S. Senate,LIB,Neal Dikeman,558
House 117,U.S. Senate,REP,Ted Cruz,23763
House 118,U.S. Senate,,OVER VOTES,0
House 118,U.S. Senate,,UNDER VOTES,250
House 118,U.S. Senate,DEM,Beto O'Rourke,24809
House 118,U.S. Senate,LIB,Neal Dikeman,408
House 118,U.S. Senate,REP,Ted Cruz,16700
House 119,U.S. Senate,,OVER VOTES,2
House 119,U.S. Senate,,UNDER VOTES,228
House 119,U.S. Senate,DEM,Beto O'Rourke,27612
House 119,U.S. Senate,LIB,Neal Dikeman,402
House 119,U.S. Senate,REP,Ted Cruz,14801
House 120,U.S. Senate,,OVER VOTES,4
House 120,U.S. Senate,,UNDER VOTES,205
House 120,U.S. Senate,DEM,Beto O'Rourke,28975
House 120,U.S. Senate,LIB,Neal Dikeman,388
House 120,U.S. Senate,REP,Ted Cruz,13446
House 121,U.S. Senate,,OVER VOTES,0
House 121,U.S. Senate,,UNDER VOTES,298
House 121,U.S. Senate,DEM,Beto O'Rourke,36782
House 121,U.S. Senate,LIB,Neal Dikeman,683
House 121,U.S. Senate,REP,Ted Cruz,36520
House 122,U.S. Senate,,OVER VOTES,0
House 122,U.S. Senate,,UNDER VOTES,298
House 122,U.S. Senate,DEM,Beto O'Rourke,41473
House 122,U.S. Senate,LIB,Neal Dikeman,770
House 122,U.S. Senate,REP,Ted Cruz,53207
House 123,U.S. Senate,,OVER VOTES,0
House 123,U.S. Senate,,UNDER VOTES,261
House 123,U.S. Senate,DEM,Beto O'Rourke,34918
House 123,U.S. Senate,LIB,Neal Dikeman,439
House 123,U.S. Senate,REP,Ted Cruz,14307
House 124,U.S. Senate,,OVER VOTES,0
House 124,U.S. Senate,,UNDER VOTES,203
House 124,U.S. Senate,DEM,Beto O'Rourke,32207
House 124,U.S. Senate,LIB,Neal Dikeman,488
House 124,U.S. Senate,REP,Ted Cruz,15144
House 125,U.S. Senate,,OVER VOTES,1
House 125,U.S. Senate,,UNDER VOTES,219
House 125,U.S. Senate,DEM,Beto O'Rourke,31874
House 125,U.S. Senate,LIB,Neal Dikeman,457
House 125,U.S. Senate,REP,Ted Cruz,15907
House 126,U.S. Senate,,OVERVOTES,1
House 126,U.S. Senate,,UNDERVOTES,570
House 126,U.S. Senate,DEM,Beto O'Rourke,26697
House 126,U.S. Senate,LIB,Neal M. Dikeman,386
House 126,U.S. Senate,REP,Ted Cruz,28729
House 127,U.S. Senate,,OVERVOTES,1
House 127,U.S. Senate,,UNDERVOTES,461
House 127,U.S. Senate,DEM,Beto O'Rourke,27380
House 127,U.S. Senate,LIB,Neal M. Dikeman,492
House 127,U.S. Senate,REP,Ted Cruz,40947
House 128,U.S. Senate,,OVERVOTES,0
House 128,U.S. Senate,,UNDERVOTES,442
House 128,U.S. Senate,DEM,Beto O'Rourke,17073
House 128,U.S. Senate,LIB,Neal M. Dikeman,330
House 128,U.S. Senate,REP,Ted Cruz,34925
House 129,U.S. Senate,,OVERVOTES,1
House 129,U.S. Senate,,UNDERVOTES,536
House 129,U.S. Senate,DEM,Beto O'Rourke,29543
House 129,U.S. Senate,LIB,Neal M. Dikeman,547
House 129,U.S. Senate,REP,Ted Cruz,35284
House 130,U.S. Senate,,OVERVOTES,1
House 130,U.S. Senate,,UNDERVOTES,444
House 130,U.S. Senate,DEM,Beto O'Rourke,25526
House 130,U.S. Senate,LIB,Neal M. Dikeman,581
House 130,U.S. Senate,REP,Ted Cruz,50670
House 131,U.S. Senate,,OVERVOTES,0
House 131,U.S. Senate,,UNDERVOTES,657
House 131,U.S. Senate,DEM,Beto O'Rourke,35845
House 131,U.S. Senate,LIB,Neal M. Dikeman,214
House 131,U.S. Senate,REP,Ted Cruz,5937
House 132,U.S. Senate,,OVERVOTES,1
House 132,U.S. Senate,,UNDERVOTES,548
House 132,U.S. Senate,DEM,Beto O'Rourke,34442
House 132,U.S. Senate,LIB,Neal M. Dikeman,469
House 132,U.S. Senate,REP,Ted Cruz,32079
House 133,U.S. Senate,,OVERVOTES,0
House 133,U.S. Senate,,UNDERVOTES,591
House 133,U.S. Senate,DEM,Beto O'Rourke,32546
House 133,U.S. Senate,LIB,Neal M. Dikeman,578
House 133,U.S. Senate,REP,Ted Cruz,39277
House 134,U.S. Senate,,OVERVOTES,0
House 134,U.S. Senate,,UNDERVOTES,543
House 134,U.S. Senate,DEM,Beto O'Rourke,54896
House 134,U.S. Senate,LIB,Neal M. Dikeman,689
House 134,U.S. Senate,REP,Ted Cruz,35467
House 135,U.S. Senate,,OVERVOTES,0
House 135,U.S. Senate,,UNDERVOTES,477
House 135,U.S. Senate,DEM,Beto O'Rourke,29791
House 135,U.S. Senate,LIB,Neal M. Dikeman,438
House 135,U.S. Senate,REP,Ted Cruz,26124
House 136,U.S. Senate,,Over Votes,1
House 136,U.S. Senate,,Under Votes,332
House 136,U.S. Senate,DEM,Beto O'Rourke,46193
House 136,U.S. Senate,LIB,Neal M. Dikeman,1043
House 136,U.S. Senate,REP,Ted Cruz,32279
